x [px], y [px], t [s], nPhotons [1], PSD value, t_relToExtTrigger [s]
 244.19,  173.09, 3.103527812500e-02,   5.0, 9.484371875000e-03, nan
 256.10,  185.08, 3.104280625000e-02,   4.0, 1.648714687500e-02, nan
  63.07,  189.41, 3.351245156250e-02,  11.0, 1.772661178977e-02, nan
 129.40,  171.09, 3.351417343750e-02, 455.0, 5.545013434478e-01, nan
  79.09,  176.14, 3.351666718750e-02,  11.0, 4.360998423295e-02, nan
  68.80,  164.95, 3.351832656250e-02,   6.0, 7.957385130208e-02, nan
  63.72,  180.77, 3.358353593750e-02,   3.0, 1.524907135417e-02, nan
  92.00,  170.56, 3.461149218750e-02,   7.0, 5.256887165179e-02, nan
 134.24,  218.70, 3.548399218750e-02,   3.0, 3.231202968750e-02, nan
 132.73,  213.75, 3.964509375000e-02,   2.0, 2.215147734375e-02, nan
 133.79,  204.28, 3.965802968750e-02,   2.0, 2.826137500000e-03, nan
 139.22,   40.52, 4.711930781250e-02,  11.0, 6.691236931818e-03, nan
 140.68,   47.15, 4.711988437500e-02,   3.0, 2.204744791667e-04, nan
 128.11,   15.30, 4.712413906250e-02,   6.0, 5.378996901042e-02, nan
 131.01,   31.27, 4.712837968750e-02,   2.0, 4.033769453125e-02, nan
 243.21,   84.02, 4.859353125000e-02, 165.0, 4.591432744318e-02, nan
 245.83,   78.02, 4.859612656250e-02,  17.0, 4.018599650735e-02, nan
 221.11,   85.26, 4.859760781250e-02,  42.0, 3.847874241071e-02, nan
 244.91,   91.65, 4.859796250000e-02,   8.0, 6.220278652344e-02, nan
 253.90,   76.93, 4.860373437500e-02,   4.0, 5.705096210937e-02, nan
 219.69,   39.99, 4.861105625000e-02, 130.0, 9.796678730769e-02, nan
 225.91,   36.87, 4.877906718750e-02,  45.0, 3.676489694444e-02, nan
 102.69,  179.11, 4.882827656250e-02, 118.0, 2.634864524629e-01, nan
 233.64,   63.21, 5.064361250000e-02,   6.0, 5.723338541667e-02, nan
 235.57,   39.41, 5.084983593750e-02,  12.0, 3.376436184896e-02, nan
 200.79,   55.56, 5.126302656250e-02, 183.0, 2.454501162739e-01, nan
 244.59,    7.01, 5.127079531250e-02,   5.0, 2.409099968750e-02, nan
 223.54,   35.49, 5.127282343750e-02,  35.0, 9.007457901786e-03, nan
 242.95,   16.06, 5.127861875000e-02,   3.0, 1.384169114583e-02, nan
  54.73,   79.64, 5.130127343750e-02,  55.0, 5.200657303977e-02, nan
  67.52,   88.83, 5.132558125000e-02,   2.0, 3.302578125000e-05, nan
  58.96,   77.90, 5.132880781250e-02,   9.0, 4.932005295139e-02, nan
  53.96,   75.56, 5.135780312500e-02,   4.0, 6.672384257812e-02, nan
  52.31,   85.64, 5.141402812500e-02,   2.0, 3.128778906250e-02, nan
 231.16,   18.54, 5.144339531250e-02,   2.0, 3.694256406250e-02, nan
 226.76,   40.42, 5.202207656250e-02,  11.0, 7.522843750000e-04, nan
 206.58,   36.31, 5.202381562500e-02, 177.0, 6.477349003619e-01, nan
 224.70,   30.39, 5.202418437500e-02,   2.0, 1.230515625000e-04, nan
 188.50,   26.85, 5.205611406250e-02,  12.0, 8.179541471354e-02, nan
 240.55,   37.17, 5.212723281250e-02,   2.0, 1.458980468750e-03, nan
 185.62,   41.69, 5.221490156250e-02,  48.0, 4.965764472656e-02, nan
 144.12,  251.12, 5.327070000000e-02,   1.0, 0.000000000000e+00, nan
 182.64,   57.14, 5.486367656250e-02,  41.0, 1.101456116616e-02, nan
 209.75,   77.69, 5.486482656250e-02,  30.0, 1.928091458333e-02, nan
 175.34,   95.48, 5.486525781250e-02, 163.0, 2.454502566910e-01, nan
 200.06,   62.80, 5.486819531250e-02,  11.0, 2.290834588068e-02, nan
 183.03,   75.28, 5.487141406250e-02,   3.0, 6.696449687500e-02, nan
 177.17,   82.13, 5.494621250000e-02,   4.0, 5.756976328125e-02, nan
 242.19,   51.96, 5.504170000000e-02,   1.0, 0.000000000000e+00, nan
  65.93,  194.90, 5.629458750000e-02,   1.0, 0.000000000000e+00, nan
  57.04,  194.61, 5.630670625000e-02,   2.0, 3.318749999998e-06, nan
  49.50,  155.67, 5.738399531250e-02,   2.0, 4.500752968750e-02, nan
 205.60,   64.58, 5.813536406250e-02,   3.0, 1.241386927083e-02, nan
  13.62,   20.72, 5.836287968750e-02, 122.0, 1.393545412782e-01, nan
  14.67,    7.88, 5.837751406250e-02,  26.0, 1.407819638221e-01, nan
  27.69,   46.87, 5.838467968750e-02, 396.0, 5.384406098840e-01, nan
  41.45,  220.26, 6.259911093750e-02,  91.0, 3.054514918441e-01, nan
   2.86,  139.23, 6.290096093750e-02,  28.0, 7.193048270089e-03, nan
   7.52,  144.54, 6.290483437500e-02,   2.0, 1.541406250000e-05, nan
  -6.16,  146.46, 6.290960625000e-02,   1.0, 0.000000000000e+00, nan
  67.04,  222.23, 6.404646406250e-02,   2.0, 4.263610156250e-02, nan
   3.92,  174.28, 6.685934531250e-02,   4.0, 1.841235859375e-02, nan
  18.88,  188.33, 6.692878750000e-02,   2.0, 1.815312343750e-02, nan
  31.59,  167.99, 6.738604531250e-02,   6.0, 9.483487968750e-02, nan
  76.84,  145.45, 6.805863906250e-02,   2.0, 2.716093750000e-05, nan
  59.01,  129.86, 6.807473593750e-02,   4.0, 4.859514218750e-02, nan
 171.05,   50.65, 6.818010781250e-02,   2.0, 3.521047500000e-02, nan
 132.43,   70.21, 7.047635156250e-02, 305.0, 6.332744068699e-01, nan
 212.33,   84.24, 7.060579062500e-02,  19.0, 1.150822968750e-02, nan
 125.28,   18.46, 7.263675937500e-02,  12.0, 3.296031523437e-02, nan
 134.29,   17.11, 7.265645000000e-02,   3.0, 2.170676145833e-02, nan
 223.00,   98.12, 8.034211250000e-02,   2.0, 6.124453125000e-05, nan
 212.36,   98.47, 8.034670156250e-02,   2.0, 5.386356250000e-03, nan
 143.78,  223.70, 8.394706718750e-02,   1.0, 0.000000000000e+00, nan
 127.41,  238.67, 8.424437187500e-02,   2.0, 3.600701562500e-03, nan
 250.89,  101.77, 8.666070625000e-02,   3.0, 5.558630677083e-02, nan
 118.12,  225.27, 8.970032812500e-02,   2.0, 4.780499687500e-02, nan
 247.37,  173.00, 9.649022031250e-02,   9.0, 8.759812170139e-02, nan
 115.81,  112.68, 9.830291406250e-02,  40.0, 1.420552919531e-01, nan
 139.93,   80.88, 9.831023906250e-02,  11.0, 8.312239460227e-02, nan
 137.30,   90.42, 9.871615781250e-02,   1.0, 0.000000000000e+00, nan
 145.69,   71.86, 9.917282968750e-02,   3.0, 6.957159114583e-02, nan
 211.25,  158.91, 1.024355468750e-01,   3.0, 8.218229166667e-06, nan
 203.59,  158.01, 1.024405750000e-01,   2.0, 1.773671875000e-05, nan
 192.72,  157.00, 1.024618750000e-01,   1.0, 0.000000000000e+00, nan
 201.30,  168.46, 1.025444015625e-01,   2.0, 1.391949218750e-03, nan
 208.76,  192.16, 1.053294125000e-01,   4.0, 2.544553515625e-03, nan
 125.47,    6.54, 1.090120984375e-01,   2.0, 7.517656250000e-05, nan
 108.57,  175.24, 1.091820203125e-01,   1.0, 0.000000000000e+00, nan
 234.95,  141.51, 1.130181890625e-01,  18.0, 1.005513327257e-01, nan
  44.83,   70.03, 1.139876234375e-01,   3.0, 1.117060416667e-03, nan
 104.50,  117.50, 1.175024687500e-01,  42.0, 7.777760119048e-03, nan
  97.37,  113.21, 1.175042984375e-01,   4.0, 6.361575781250e-03, nan
 116.59,  109.60, 1.175049437500e-01,  22.0, 6.711189218750e-02, nan
 167.39,  222.28, 1.238948953125e-01,   3.0, 4.781614583334e-05, nan
  70.98,  120.93, 1.290306203125e-01,  18.0, 1.392397551215e-01, nan
  14.67,   -3.11, 1.302586640625e-01,   3.0, 6.591433541667e-02, nan
 183.89,   81.05, 1.315980390625e-01,   2.0, 7.998210937500e-04, nan
 170.14,   93.79, 1.316091609375e-01,   3.0, 1.512715625000e-02, nan
 226.53,  145.89, 1.365315859375e-01,   2.0, 4.381080078125e-02, nan
 186.65,   34.55, 1.369934062500e-01,  38.0, 7.524805723684e-02, nan
 176.14,   18.28, 1.369935484375e-01,   2.0, 2.090703125000e-05, nan
 166.57,   14.79, 1.369945843750e-01,   2.0, 2.063715078125e-02, nan
 185.53,   14.33, 1.369947609375e-01,   3.0, 1.536677083333e-04, nan
 174.86,   -7.11, 1.370336140625e-01,   1.0, 0.000000000000e+00, nan
 188.69,  194.74, 1.395195296875e-01,   3.0, 6.624578906250e-02, nan
 242.45,  246.54, 1.416607515625e-01,  37.0, 1.571242867399e-02, nan
 239.12,  244.42, 1.416644875000e-01,   3.0, 1.763564375000e-02, nan
 251.68,  248.24, 1.416659046875e-01,   7.0, 1.829308906250e-02, nan
 244.70,  220.22, 1.417157921875e-01,  13.0, 3.586732548077e-02, nan
 210.78,  241.86, 1.418592750000e-01,  17.0, 6.753326691176e-02, nan
 187.96,   38.68, 1.439333718750e-01,   4.0, 6.490130234375e-02, nan
 111.56,  102.47, 1.445265437500e-01,   2.0, 4.932377421875e-02, nan
  70.81,  231.48, 1.481248390625e-01,   1.0, 0.000000000000e+00, nan
 113.17,  186.72, 1.489860687500e-01, 120.0, 3.295606710417e-01, nan
 235.65,  156.31, 1.496336734375e-01,   1.0, 0.000000000000e+00, nan
  45.73,  238.75, 1.498516000000e-01,  33.0, 8.185609218750e-02, nan
 244.90,  142.12, 1.504366250000e-01,   2.0, 3.667437578125e-02, nan
 100.56,  220.81, 1.515054125000e-01, 165.0, 5.067809927652e-01, nan
 233.10,  167.97, 1.545821000000e-01,   2.0, 2.048588203125e-02, nan
  50.11,   23.30, 1.576024843750e-01,  43.0, 1.133312418241e-01, nan
 149.80,  230.48, 1.611881640625e-01, 145.0, 2.734796673168e-01, nan
 246.50,  229.75, 1.613320421875e-01,   3.0, 7.416915625000e-03, nan
  81.42,  214.23, 1.648815953125e-01,  42.0, 3.112602648810e-01, nan
 246.02,  218.43, 1.651359125000e-01,  19.0, 1.096465707237e-03, nan
 253.15,  222.51, 1.651414140625e-01,   3.0, 3.654270833334e-05, nan
 247.83,  206.06, 1.651455000000e-01,   3.0, 3.837507291667e-03, nan
 127.84,  178.48, 1.684876937500e-01,   7.0, 6.599711116071e-02, nan
 125.21,  181.41, 1.684907265625e-01,   2.0, 3.784403671875e-02, nan
 137.50,  161.23, 1.685481703125e-01,  25.0, 2.367947381250e-02, nan
  92.32,   15.17, 1.687835968750e-01,  62.0, 2.339411452873e-01, nan
 154.79,  107.83, 1.697620718750e-01,  24.0, 1.510615513672e-01, nan
  44.22,   47.75, 1.707953531250e-01, 131.0, 3.646421725429e-01, nan
  56.52,   46.84, 1.708003500000e-01, 272.0, 5.641804253791e-01, nan
 167.83,  143.41, 1.721353484375e-01,  69.0, 3.287162104167e-01, nan
 223.43,  234.31, 1.758398421875e-01,   2.0, 2.009288750000e-02, nan
 221.15,  223.15, 1.807921515625e-01, 304.0, 4.744725710167e-01, nan
 157.91,  171.62, 1.886655937500e-01,  34.0, 4.880121488971e-02, nan
 143.12,  171.33, 1.886656890625e-01,   3.0, 1.254835416667e-03, nan
 159.47,  173.44, 1.887502625000e-01,   9.0, 4.708203697917e-02, nan
 123.92,  204.33, 1.899240640625e-01,   4.0, 8.762313046875e-02, nan
 164.12,  175.81, 1.907911109375e-01,  11.0, 4.705819659091e-02, nan
 229.43,  188.89, 1.923112031250e-01,   3.0, 6.409515625000e-02, nan
 245.24,  193.23, 1.923435250000e-01,   2.0, 4.386501406250e-02, nan
 180.04,  161.61, 1.932185875000e-01,   2.0, 2.382187265625e-02, nan
 229.19,  232.67, 1.940365953125e-01, 107.0, 4.248709343604e-01, nan
 194.09,  256.67, 1.985271921875e-01,  19.0, 4.704597779605e-03, nan
 194.57,  255.82, 1.985426453125e-01,   5.0, 9.832398125000e-03, nan
 201.15,  248.73, 1.985497437500e-01,   2.0, 4.830176562500e-03, nan
 200.85,  244.46, 1.985933890625e-01,   2.0, 2.184997656250e-03, nan
  55.72,  153.10, 1.988551359375e-01,  49.0, 1.635045352041e-01, nan
 175.48,   88.45, 2.058069906250e-01,  11.0, 8.468079559659e-02, nan
 212.33,   76.24, 2.059013125000e-01,  42.0, 1.810577354539e-01, nan
  60.59,  166.73, 2.071888234375e-01,  15.0, 1.937578195833e-01, nan
  55.57,  119.97, 2.198595890625e-01,  10.0, 6.349027250000e-02, nan
  59.54,  110.93, 2.199562515625e-01,   2.0, 2.832191796875e-02, nan
  15.31,  242.52, 2.242064515625e-01, 137.0, 1.204447977532e-01, nan
  43.09,  230.38, 2.242065140625e-01,   7.0, 1.828255089286e-02, nan
   8.61,  236.77, 2.242254656250e-01,  31.0, 6.882231048387e-02, nan
  49.52,  220.86, 2.242408546875e-01,   3.0, 4.332391562500e-02, nan
 119.82,  147.23, 2.299681828125e-01,  46.0, 1.299621020041e-01, nan
 187.99,   43.22, 2.304370078125e-01,   1.0, 0.000000000000e+00, nan
 208.56,  204.61, 2.311874281250e-01,   2.0, 8.655781250000e-05, nan
 223.63,   19.57, 2.330226328125e-01, 144.0, 1.716441018772e-01, nan
 108.39,  141.22, 2.401615609375e-01,   9.0, 1.764029687500e-03, nan
 101.03,  143.54, 2.401635703125e-01,   5.0, 8.799687500000e-06, nan
 159.41,  223.37, 2.407840468750e-01,  39.0, 1.257328675881e-01, nan
 164.78,  168.88, 2.407957703125e-01,   3.0, 4.233593750000e-05, nan
  28.85,   20.52, 2.410003140625e-01,   3.0, 4.268728177083e-02, nan
 105.29,  174.45, 2.417546156250e-01,  17.0, 1.478409982537e-01, nan
 115.51,  210.57, 2.418133859375e-01,   3.0, 4.898982864583e-02, nan
  31.02,    1.56, 2.420706562500e-01,  46.0, 1.401104016984e-01, nan
 163.06,  201.45, 2.465669296875e-01,   1.0, 0.000000000000e+00, nan
 169.77,  234.65, 2.465674859375e-01,  12.0, 1.126455886719e-01, nan
  16.72,  173.94, 2.503437390625e-01,  47.0, 1.423927992686e-01, nan
  58.63,   41.10, 2.508975031250e-01, 306.0, 5.009857857486e-01, nan
  69.27,   67.67, 2.509034171875e-01, 362.0, 2.920349182364e-01, nan
   1.61,   45.03, 2.509110734375e-01,   2.0, 2.643281250000e-05, nan
  19.45,   46.01, 2.510163750000e-01,  34.0, 2.418822614890e-01, nan
 214.76,  184.87, 2.530987000000e-01, 327.0, 6.964112295919e-01, nan
 167.60,  120.82, 2.539899218750e-01,   5.0, 6.482298281250e-02, nan
 188.98,  115.05, 2.539958187500e-01,   3.0, 4.099935833333e-02, nan
  -5.70,   15.16, 2.549215671875e-01,   3.0, 6.537694739583e-02, nan
 117.01,   28.63, 2.593043031250e-01, 130.0, 5.232056330529e-02, nan
 144.90,   46.27, 2.593044390625e-01, 381.0, 5.244289760909e-01, nan
 139.55,   17.64, 2.593045390625e-01,  59.0, 2.066033681144e-01, nan
 144.31,    9.98, 2.593363765625e-01,   5.0, 6.317170875000e-02, nan
 115.33,    8.25, 2.593698578125e-01,   2.0, 4.018189921875e-02, nan
 128.32,   30.15, 2.594921312500e-01,  13.0, 2.786066814904e-02, nan
 131.04,   17.62, 2.596540703125e-01,   2.0, 3.850758906250e-02, nan
 163.17,  128.25, 2.606951562500e-01,   5.0, 8.342077843750e-02, nan
  62.83,   37.53, 2.617685609375e-01,   3.0, 3.814227395833e-02, nan
  68.30,  187.17, 2.625494234375e-01,  27.0, 1.590247922454e-01, nan
  30.78,   47.96, 2.626921531250e-01,   2.0, 6.811351562500e-04, nan
  56.48,   55.85, 2.626939265625e-01, 119.0, 3.089123111213e-01, nan
  43.55,   64.66, 2.627043671875e-01,   6.0, 4.571402604167e-02, nan
  27.05,   36.60, 2.627079750000e-01,   2.0, 7.776718749999e-05, nan
  67.67,  152.84, 2.630912531250e-01,  34.0, 9.461727987132e-02, nan
  62.85,   39.97, 2.635969421875e-01,   3.0, 3.095711458333e-02, nan
 101.37,  156.09, 2.659758203125e-01,  10.0, 1.193777739062e-01, nan
  25.57,   94.79, 2.679989625000e-01, 249.0, 3.680799644892e-01, nan
  20.25,  111.53, 2.680014828125e-01, 112.0, 1.092002106724e-01, nan
  49.90,   96.20, 2.680092937500e-01,   2.0, 1.398979375000e-02, nan
  10.01,  117.01, 2.680455328125e-01,  30.0, 3.948824588542e-02, nan
  17.19,   81.40, 2.683213328125e-01,  39.0, 1.570898361779e-01, nan
  23.47,  110.76, 2.683998437500e-01,   9.0, 7.921841197917e-02, nan
  66.68,  147.76, 2.692931406250e-01,  11.0, 6.991974573864e-02, nan
  14.83,   87.83, 2.692992046875e-01,  19.0, 1.304735961349e-01, nan
  58.11,  146.56, 2.693562984375e-01,  10.0, 1.063397860937e-01, nan
 168.91,  108.55, 2.694476218750e-01,   2.0, 7.291953124999e-05, nan
 215.99,   85.84, 2.700718625000e-01,  35.0, 8.869792973214e-02, nan
 190.71,   77.60, 2.700720312500e-01,  12.0, 1.332263059896e-02, nan
 182.45,   96.56, 2.700788703125e-01,   2.0, 2.113707656250e-02, nan
 190.49,   95.38, 2.700986078125e-01,   2.0, 2.088536484375e-02, nan
 192.10,   79.10, 2.701570656250e-01,   7.0, 8.622650892857e-03, nan
  98.99,   52.82, 2.702316968750e-01,  16.0, 1.143501992188e-02, nan
  96.40,   61.98, 2.702750296875e-01,   6.0, 8.579634114583e-03, nan
 104.11,   35.49, 2.702933718750e-01,   8.0, 2.940697656250e-02, nan
 217.20,   87.96, 2.704361140625e-01,  10.0, 7.670175953125e-02, nan
 151.50,  177.23, 2.714401234375e-01,  85.0, 2.720693877390e-01, nan
  31.10,  126.97, 2.715233593750e-01,   5.0, 5.750711406250e-02, nan
 205.85,    9.21, 2.724595625000e-01,  59.0, 1.621513008475e-01, nan
 195.80,   75.95, 2.735187390625e-01,   3.0, 9.972916666693e-06, nan
 190.51,   72.26, 2.735317859375e-01,   2.0, 1.452187500001e-05, nan
  12.13,   61.89, 2.740544640625e-01,   9.0, 9.414061875000e-02, nan
 124.57,   33.03, 2.757912906250e-01,   2.0, 2.083593750007e-06, nan
 139.10,   32.93, 2.757923843750e-01,   2.0, 3.250329453125e-02, nan
 173.15,  127.13, 2.773828062500e-01,   2.0, 4.963995234375e-02, nan
  17.12,  241.56, 2.847147984375e-01,  24.0, 9.724638430990e-02, nan
  13.42,  244.91, 2.847154406250e-01,   6.0, 7.698215364583e-02, nan
  33.24,  238.15, 2.847171750000e-01,  12.0, 1.165489738281e-01, nan
   2.14,  238.55, 2.847178000000e-01,   6.0, 7.922563359375e-02, nan
  15.02,  235.42, 2.852555296875e-01,   2.0, 1.152806328125e-02, nan
  19.95,    3.24, 2.852714062500e-01,   6.0, 8.142923437500e-02, nan
 183.11,   59.24, 2.870329296875e-01,   3.0, 6.405869114583e-02, nan
  74.50,   66.19, 2.870401406250e-01,  66.0, 2.391243681818e-01, nan
   7.42,  111.68, 2.877820484375e-01,   3.0, 2.382516145833e-02, nan
  -6.11,  113.55, 2.877858484375e-01,   1.0, 0.000000000000e+00, nan
  14.16,  130.61, 2.878010328125e-01,   5.0, 4.436546281250e-02, nan
 132.15,  105.01, 2.881060234375e-01,  94.0, 2.356978124668e-01, nan
  59.03,  209.15, 2.892164687500e-01,   3.0, 1.347395833314e-06, nan
  64.18,  212.26, 2.892184062500e-01,   3.0, 1.640986979167e-03, nan
  93.32,  165.12, 2.912312218750e-01,  69.0, 4.365459536232e-01, nan
 153.38,  165.40, 2.913317984375e-01,  13.0, 1.365072292067e-01, nan
  38.36,  225.98, 2.940266406250e-01, 224.0, 3.355472066127e-01, nan
 195.11,   50.47, 3.017604625000e-01,   2.0, 4.938628671875e-02, nan
 196.04,   59.91, 3.037680359375e-01,   2.0, 4.971705156250e-02, nan
  43.35,  219.12, 3.039402390625e-01,  64.0, 3.242291479004e-01, nan
  34.83,    4.01, 3.051067890625e-01,   7.0, 6.663720156250e-02, nan
  20.96,  218.23, 3.051310046875e-01,   3.0, 6.782308072917e-02, nan
  33.65,  156.33, 3.071827843750e-01,  16.0, 8.854475029297e-02, nan
  42.84,  162.10, 3.071832906250e-01,   2.0, 4.433874453125e-02, nan
  38.99,  155.11, 3.071947593750e-01,   4.0, 6.343529765625e-02, nan
  27.20,  169.41, 3.071975578125e-01,   4.0, 6.856616757813e-02, nan
 143.59,  184.35, 3.089774250000e-01, 125.0, 2.620454240625e-01, nan
 187.59,  224.38, 3.101085578125e-01,   1.0, 0.000000000000e+00, nan
 209.99,  206.35, 3.118017937500e-01,  55.0, 1.764516757670e-01, nan
 212.44,  223.93, 3.174289296875e-01,  17.0, 3.505009090074e-02, nan
  36.00,   78.94, 3.174666953125e-01,   1.0, 0.000000000000e+00, nan
  51.84,   69.79, 3.175011109375e-01,   1.0, 0.000000000000e+00, nan
  65.36,  164.81, 3.233478921875e-01,   6.0, 7.436744947917e-02, nan
  82.37,   29.46, 3.251143343750e-01,   3.0, 8.353080468750e-02, nan
  65.54,   75.12, 3.271496218750e-01,  85.0, 2.442262288235e-01, nan
 142.27,   85.28, 3.296377984375e-01, 187.0, 4.660478935912e-01, nan
 166.02,  127.57, 3.296389468750e-01,   2.0, 2.351091015625e-02, nan
 246.60,  214.25, 3.300029796875e-01,   7.0, 7.908335892857e-02, nan
 145.20,   70.94, 3.301921593750e-01,  21.0, 1.225540317708e-01, nan
  66.62,  158.80, 3.305526250000e-01,   2.0, 7.776942968750e-03, nan
 150.62,  216.17, 3.308177156250e-01,   3.0, 5.310012500000e-02, nan
 154.97,   67.01, 3.323447953125e-01,   7.0, 1.161550196429e-01, nan
  98.34,    5.36, 3.325565312500e-01,   2.0, 7.103124999991e-06, nan
 213.06,    1.09, 3.339647156250e-01,   6.0, 5.904887083333e-02, nan
 222.15,   37.30, 3.339677734375e-01, 195.0, 2.394421820192e-01, nan
 237.70,   44.26, 3.339997593750e-01, 132.0, 3.265446627249e-01, nan
