x [px], y [px], t [s], nPhotons [1], PSD value, t_relToExtTrigger [s]
 174.68,  243.70, 4.458878437500e-02, 129.0, 1.582182225048e-01, nan
 168.87,  239.53, 4.459268281250e-02,  21.0, 1.375527894345e-01, nan
 176.67,  249.70, 4.459409843750e-02,  10.0, 4.597838578125e-02, nan
 171.18,  256.11, 4.460062187500e-02,   2.0, 5.620937500000e-03, nan
 191.87,  255.66, 4.462415156250e-02,   4.0, 3.793318125000e-02, nan
  79.82,  239.06, 4.510058437500e-02,  12.0, 3.359644921875e-02, nan
  60.73,  222.99, 4.615542500000e-02,   2.0, 4.610044453125e-02, nan
 139.54,   29.42, 4.701543750000e-02,   1.0, 0.000000000000e+00, nan
 128.53,   14.13, 4.702227656250e-02, 125.0, 3.016540166750e-01, nan
 165.48,   12.91, 4.703418125000e-02,   4.0, 5.139714492187e-02, nan
 167.89,   12.02, 5.010135937500e-02,   5.0, 5.286334968750e-02, nan
  25.10,  149.82, 5.103191093750e-02,   3.0, 5.151979166666e-05, nan
   9.75,   89.39, 5.168785156250e-02, 115.0, 1.448015682609e-01, nan
 131.55,  128.78, 5.746742187500e-02,  41.0, 1.369584668064e-01, nan
 142.59,  139.07, 5.746910312500e-02,   2.0, 3.163108906250e-02, nan
 163.22,  137.25, 5.753891562500e-02,   3.0, 2.423328854167e-02, nan
  48.52,   23.12, 5.860438125000e-02, 178.0, 1.539517943294e-01, nan
  38.74,   12.26, 5.860498593750e-02,  36.0, 9.870135902778e-02, nan
  44.91,    3.81, 5.860583281250e-02,  38.0, 1.610806470806e-01, nan
  54.46,   16.16, 5.860592187500e-02,   3.0, 4.857111041667e-02, nan
  47.47,   17.59, 5.861071562500e-02,   3.0, 2.725590312500e-02, nan
  39.07,    6.68, 5.861217812500e-02,   4.0, 6.133772500000e-02, nan
  38.95,    6.65, 5.861267812500e-02,   2.0, 4.085714218750e-02, nan
 175.46,  205.31, 6.151103593750e-02,  36.0, 1.869581734809e-01, nan
 192.29,  197.71, 6.162790468750e-02,  21.0, 7.724296049107e-02, nan
 187.58,   95.53, 6.282345000000e-02, 392.0, 2.993250130820e-01, nan
 192.57,  135.94, 6.282493437500e-02,  43.0, 3.163631061047e-02, nan
 199.03,  136.78, 6.282589375000e-02,   4.0, 1.522997382812e-02, nan
 192.60,  124.33, 6.282692968750e-02,   3.0, 1.446557656250e-02, nan
 184.26,  132.31, 6.282839843750e-02,   2.0, 5.280846093750e-03, nan
 211.12,  105.65, 6.283450781250e-02,  29.0, 4.237611815733e-02, nan
 161.37,  204.58, 6.292584531250e-02,  21.0, 1.758256116071e-01, nan
 186.34,  107.69, 6.302443906250e-02,  18.0, 1.725855034722e-02, nan
 165.44,  201.44, 6.359457343750e-02,   2.0, 4.934525078125e-02, nan
 154.18,  178.38, 6.454735625000e-02,  60.0, 4.483386128646e-01, nan
  10.31,  222.58, 6.536149062500e-02,  36.0, 7.590046267361e-03, nan
   4.63,  213.65, 6.536227187500e-02,   4.0, 1.765068164062e-02, nan
   8.45,  239.73, 6.536357968750e-02,  82.0, 1.447479337843e-01, nan
  11.14,  225.62, 6.537520625000e-02,  97.0, 2.150361655606e-01, nan
   4.75,  247.55, 6.540298125000e-02,   5.0, 5.769979781250e-02, nan
 219.97,  168.93, 6.570924218750e-02,   2.0, 7.783546875000e-03, nan
  67.57,  244.64, 6.624064531250e-02,   4.0, 2.457864218750e-02, nan
 196.85,   87.05, 6.819156875000e-02,  77.0, 1.021615396713e-01, nan
 192.68,   88.57, 6.819374843750e-02,  28.0, 1.706164345424e-01, nan
 227.38,  117.45, 6.819608125000e-02,  73.0, 1.250107180437e-01, nan
 207.09,   96.36, 6.820457968750e-02,   2.0, 3.827615625000e-03, nan
 224.85,  105.01, 6.821929687500e-02,   7.0, 3.081784866071e-02, nan
  31.95,   86.94, 7.062704531250e-02,   4.0, 8.943651679688e-02, nan
  32.12,   24.60, 7.972128281250e-02,   3.0, 4.876955625000e-02, nan
 184.10,  106.79, 8.121496875000e-02,   2.0, 6.275000000000e-06, nan
 140.63,  111.67, 8.247292031250e-02,  12.0, 4.650314309896e-02, nan
 151.13,   95.47, 8.250694375000e-02,   2.0, 4.196750781250e-02, nan
 129.63,   46.45, 8.263156718750e-02,  40.0, 1.201441210547e-01, nan
 151.72,   37.95, 8.263327812500e-02,  34.0, 1.460153663143e-01, nan
  78.42,   49.99, 8.263441250000e-02,  89.0, 1.369389801615e-01, nan
 123.96,   61.01, 8.264375156250e-02,  14.0, 1.321123820313e-01, nan
  86.39,   50.13, 8.392755625000e-02, 109.0, 7.899899564220e-02, nan
  90.21,   53.45, 8.393981250000e-02,   6.0, 4.442974713542e-02, nan
 180.66,  230.80, 8.425039375000e-02,   8.0, 1.003210347656e-01, nan
 232.76,   70.05, 8.479234375000e-02,   6.0, 4.975260416667e-05, nan
 258.54,    8.42, 9.202394375000e-02,   1.0, 0.000000000000e+00, nan
 110.77,  202.79, 9.413392500000e-02, 110.0, 2.669399624574e-01, nan
 216.21,   15.47, 9.449384218750e-02,   2.0, 3.994690390625e-02, nan
 247.84,  237.45, 9.501809531250e-02,  70.0, 8.540540982143e-02, nan
 231.10,  243.49, 9.501825937500e-02,   5.0, 7.562097593750e-02, nan
 240.83,  232.18, 9.502241875000e-02,  15.0, 7.111788208333e-02, nan
 178.04,   64.85, 9.529876562500e-02,   1.0, 0.000000000000e+00, nan
  89.96,   47.50, 9.609475312500e-02,   9.0, 1.611465625000e-03, nan
  80.60,   41.76, 9.609792187500e-02,   4.0, 2.985898437500e-05, nan
  88.52,   58.23, 9.610075781250e-02,   2.0, 6.692187500004e-06, nan
 101.18,   47.80, 9.616421718750e-02,   2.0, 1.544164062500e-04, nan
  63.21,  241.08, 9.797810937500e-02,   1.0, 0.000000000000e+00, nan
 223.22,  115.88, 9.955377031250e-02,   4.0, 3.572656249996e-06, nan
 225.10,  123.60, 9.955490156250e-02,   3.0, 2.747164375000e-02, nan
 246.60,  240.69, 1.002879843750e-01,   5.0, 1.148310053125e-01, nan
 103.87,  140.48, 1.008218015625e-01,  15.0, 1.485918350000e-01, nan
  37.57,  124.71, 1.008304953125e-01, 184.0, 2.614252521230e-01, nan
 114.40,  130.27, 1.008422062500e-01,   6.0, 1.297473695312e-01, nan
 105.25,  130.80, 1.009993921875e-01,   2.0, 2.965304375000e-02, nan
  90.58,  172.49, 1.031699453125e-01,   2.0, 3.458383593750e-02, nan
 235.63,  113.46, 1.043624171875e-01,  11.0, 1.679213569602e-01, nan
 108.51,   91.41, 1.094732515625e-01,  13.0, 8.407092872596e-02, nan
  90.55,   98.66, 1.094770468750e-01,  19.0, 2.021052479441e-01, nan
 184.22,   10.60, 1.118583765625e-01,  10.0, 4.810433125000e-03, nan
 184.16,   21.87, 1.118606609375e-01,   2.0, 1.036328125000e-05, nan
 168.49,    7.76, 1.118609687500e-01,   2.0, 6.043046875000e-05, nan
 113.90,  107.80, 1.139702156250e-01,   2.0, 4.872221015625e-02, nan
 241.93,  167.90, 1.142573406250e-01,   3.0, 6.448676250000e-02, nan
  74.55,   91.54, 1.155468921875e-01,  31.0, 1.224159558972e-01, nan
  42.84,   63.80, 1.162268703125e-01,   2.0, 3.159155468750e-02, nan
  94.20,  162.77, 1.174207578125e-01,   3.0, 5.194863906250e-02, nan
 236.29,  159.66, 1.196360921875e-01,   6.0, 7.373073229167e-02, nan
 156.65,   18.88, 1.231495375000e-01,  13.0, 1.508379164663e-01, nan
 192.76,  160.05, 1.243148921875e-01,  15.0, 1.153952276042e-01, nan
  26.02,   33.76, 1.309055421875e-01,   3.0, 3.249059895833e-03, nan
  22.44,   22.67, 1.309086046875e-01,   2.0, 1.027656250001e-05, nan
 193.05,  206.03, 1.321014828125e-01,   5.0, 1.268712500000e-04, nan
 190.77,  194.25, 1.321018609375e-01,   4.0, 8.420973437500e-03, nan
 194.84,  188.74, 1.321044875000e-01,   2.0, 1.619374999999e-05, nan
 197.35,  222.30, 1.326168781250e-01,   4.0, 6.994744687500e-02, nan
 234.27,  157.68, 1.329790984375e-01,   4.0, 5.290891367187e-02, nan
 143.06,  145.78, 1.363351218750e-01, 215.0, 3.605213757195e-01, nan
 134.84,  184.38, 1.363813796875e-01,   2.0, 4.776967031250e-02, nan
  14.78,  250.87, 1.374894546875e-01,   2.0, 1.373593750001e-05, nan
  -0.89,  245.98, 1.374896437500e-01,   2.0, 1.019321875000e-03, nan
 192.28,  118.05, 1.382325875000e-01,  31.0, 2.258007051915e-01, nan
 230.61,   47.37, 1.384212937500e-01,  21.0, 1.321951444196e-01, nan
 214.95,   40.70, 1.396129328125e-01,   2.0, 4.887817187500e-02, nan
 227.02,  173.15, 1.439596671875e-01,   3.0, 6.181209739583e-02, nan
 144.08,   65.25, 1.455214484375e-01,   4.0, 5.857381757812e-02, nan
 211.18,  157.37, 1.469981656250e-01,   5.0, 6.133293906250e-02, nan
 157.61,  155.40, 1.470551109375e-01,  75.0, 3.247854895417e-01, nan
 209.68,  234.68, 1.485066453125e-01,   5.0, 3.952344031250e-02, nan
  91.07,    8.60, 1.495107109375e-01,  32.0, 1.064852980957e-01, nan
  25.85,  119.18, 1.513375265625e-01, 143.0, 1.642130547312e-01, nan
   8.89,   84.62, 1.513514375000e-01,   5.0, 9.336232781250e-02, nan
  23.69,   98.28, 1.513701000000e-01,   4.0, 8.950319414062e-02, nan
  19.06,  110.74, 1.513703765625e-01,   6.0, 2.681507265625e-02, nan
   6.74,   89.79, 1.516167328125e-01,   2.0, 1.054345468750e-02, nan
 167.01,  144.98, 1.529454781250e-01,   3.0, 6.406448958333e-02, nan
   9.19,   99.67, 1.537239687500e-01,   2.0, 3.267167421875e-02, nan
  33.49,   64.63, 1.539888625000e-01,   2.0, 3.440625000004e-06, nan
  94.28,   49.32, 1.540502500000e-01,  10.0, 1.279386415625e-01, nan
 179.82,   88.05, 1.541473359375e-01,  10.0, 1.289433278125e-01, nan
 128.36,  135.64, 1.554449890625e-01,   3.0, 9.312644427083e-02, nan
  48.45,   -4.77, 1.556408265625e-01,   5.0, 7.750827437500e-02, nan
  57.13,    5.99, 1.560840296875e-01,   2.0, 4.820831250000e-02, nan
  96.34,    6.41, 1.573551375000e-01,  53.0, 1.033672434257e-01, nan
  68.70,  128.41, 1.575171609375e-01,  71.0, 2.251307897007e-01, nan
   7.09,  254.92, 1.581062734375e-01,   2.0, 4.939081640625e-02, nan
  86.85,  159.76, 1.588094875000e-01, 269.0, 3.843637413975e-01, nan
 178.75,  166.24, 1.588308546875e-01,   2.0, 4.819708750000e-02, nan
 232.06,  220.00, 1.602939093750e-01,   2.0, 1.358516250000e-02, nan
 144.83,  168.98, 1.616628000000e-01,   2.0, 4.892045234375e-02, nan
  88.46,  142.76, 1.622095937500e-01,   2.0, 4.834784218750e-02, nan
  -0.65,   96.61, 1.633136953125e-01,   5.0, 6.887381562500e-03, nan
 172.59,  225.32, 1.637402859375e-01,   2.0, 4.611510703125e-02, nan
 196.01,  221.51, 1.646157343750e-01,   2.0, 1.376710468750e-02, nan
 136.24,  115.92, 1.664466406250e-01,   2.0, 4.019568515625e-02, nan
 144.35,   80.22, 1.664579828125e-01,   4.0, 2.786152773438e-02, nan
 163.05,  114.97, 1.673028750000e-01,   4.0, 3.982936289063e-02, nan
  39.89,   -6.24, 1.673432921875e-01,   4.0, 6.795219726563e-02, nan
  -5.06,   92.55, 1.694375906250e-01,   6.0, 1.738307291666e-05, nan
  21.54,  120.08, 1.694538812500e-01,  23.0, 8.398881521739e-03, nan
 231.55,   55.66, 1.695612812500e-01,  12.0, 9.427422304687e-02, nan
  12.59,  215.81, 1.697269093750e-01,  17.0, 1.790984414522e-01, nan
  81.27,   52.05, 1.716091359375e-01,  34.0, 1.231232780790e-01, nan
 104.79,   67.08, 1.716238718750e-01,   3.0, 3.908754322917e-02, nan
  62.14,   54.77, 1.716328328125e-01,  13.0, 1.211263384615e-01, nan
 131.88,  221.46, 1.744832078125e-01,  26.0, 2.174376037861e-01, nan
 132.37,    1.72, 1.748488828125e-01,   4.0, 6.382432226562e-02, nan
  20.49,  124.58, 1.757434453125e-01,   4.0, 2.380468749993e-06, nan
  28.52,  122.92, 1.757456062500e-01,   2.0, 8.242187500007e-06, nan
  17.76,  121.99, 1.757467125000e-01,  13.0, 1.610349600962e-01, nan
 234.55,   46.02, 1.760043687500e-01,   3.0, 6.548416041667e-02, nan
  97.76,   58.31, 1.771340703125e-01,   4.0, 8.842287539063e-02, nan
 231.67,  128.15, 1.819797296875e-01,   2.0, 2.541975781250e-03, nan
  46.65,  195.40, 1.856760843750e-01, 277.0, 3.823085676106e-01, nan
  15.28,   24.57, 1.859812093750e-01,  78.0, 9.028447558093e-02, nan
 185.76,    3.49, 1.860088765625e-01,  22.0, 1.404547637074e-01, nan
  69.95,  161.46, 1.864762093750e-01,  61.0, 1.184741085297e-01, nan
 109.60,  216.73, 1.899763046875e-01,  17.0, 9.915193437500e-02, nan
  18.17,   25.54, 1.926209859375e-01,  10.0, 9.946087859375e-02, nan
  76.51,  249.77, 1.958208140625e-01,  11.0, 1.705594160511e-01, nan
  83.50,   88.82, 1.958520937500e-01,   4.0, 2.649504140625e-02, nan
 118.40,   33.78, 1.967928406250e-01,   3.0, 9.050109322917e-02, nan
 134.64,   38.78, 1.967957406250e-01,   6.0, 1.199190395833e-01, nan
 122.49,   15.40, 1.968146625000e-01,   7.0, 8.880453883929e-02, nan
 148.17,   40.68, 1.968207859375e-01,   3.0, 5.465110520833e-02, nan
 118.32,   29.15, 1.969116625000e-01,   2.0, 4.622656171875e-02, nan
  81.78,   99.12, 1.996183921875e-01,   4.0, 6.762243554687e-02, nan
  76.65,  107.82, 2.018045609375e-01,   8.0, 5.497205351562e-02, nan
  71.69,  101.25, 2.018055625000e-01,   2.0, 4.396725468750e-02, nan
  85.03,  102.58, 2.018156609375e-01,   2.0, 4.396476562500e-02, nan
  82.61,  114.59, 2.018418625000e-01,   2.0, 4.842487578125e-02, nan
 113.27,    5.86, 2.029228750000e-01,   9.0, 6.213978194444e-02, nan
  42.75,  203.96, 2.101142421875e-01, 406.0, 6.771683077471e-01, nan
  85.77,   16.45, 2.150774046875e-01,  15.0, 3.884771916667e-02, nan
  62.00,   37.24, 2.150956156250e-01,   5.0, 8.865720562500e-02, nan
 175.39,  125.29, 2.190325718750e-01,   7.0, 5.196566964286e-04, nan
 197.78,  101.54, 2.190343671875e-01,  26.0, 5.364795150240e-02, nan
 189.87,  114.60, 2.190366671875e-01,   4.0, 2.439977109375e-02, nan
 192.71,  111.68, 2.192536187500e-01,   2.0, 2.383501015625e-02, nan
 154.22,   16.73, 2.197165562500e-01,   2.0, 2.205631093750e-02, nan
 136.49,   19.30, 2.197501843750e-01,   4.0, 5.716676835937e-02, nan
 151.42,    2.20, 2.198789140625e-01,   2.0, 3.878508046875e-02, nan
 173.68,    3.70, 2.206162359375e-01,   5.0, 8.295420031250e-02, nan
 244.51,   76.57, 2.263928406250e-01, 105.0, 1.881430251488e-02, nan
 246.48,   77.23, 2.263930671875e-01,  35.0, 1.634437986607e-02, nan
 226.13,   70.06, 2.264001921875e-01,   5.0, 3.170882125000e-02, nan
 251.99,   80.24, 2.264048250000e-01,   8.0, 2.134844511719e-02, nan
 249.03,   79.22, 2.264243500000e-01,   8.0, 2.162231464844e-02, nan
 243.85,   76.45, 2.264386234375e-01,   2.0, 1.216292031250e-02, nan
 110.64,   18.60, 2.285899203125e-01,   2.0, 6.101562499972e-07, nan
  61.66,  155.30, 2.289769859375e-01,   7.0, 8.880974397321e-02, nan
  61.68,  141.28, 2.289844765625e-01,   3.0, 6.923875000000e-04, nan
  67.23,  132.71, 2.289856062500e-01,   3.0, 2.292864583333e-05, nan
  61.26,  161.95, 2.289915421875e-01,   9.0, 8.809313125000e-02, nan
  92.63,  173.19, 2.289927843750e-01,  20.0, 1.318848586719e-01, nan
 212.21,   56.63, 2.291714531250e-01,   2.0, 4.095833593750e-03, nan
  87.68,   11.85, 2.300008593750e-01,   2.0, 2.319531250003e-06, nan
  88.72,    6.99, 2.300093578125e-01,   2.0, 9.922593750000e-04, nan
 114.27,  201.28, 2.315611796875e-01,   6.0, 6.388416562500e-02, nan
 108.45,  220.32, 2.315970078125e-01,  21.0, 6.521052901786e-02, nan
 184.27,   87.00, 2.326916328125e-01,   5.0, 2.406562500000e-05, nan
 188.95,   92.73, 2.326993078125e-01,   1.0, 0.000000000000e+00, nan
 201.93,   88.00, 2.327449828125e-01,   3.0, 2.312011614583e-02, nan
 113.67,  144.19, 2.342052125000e-01,   2.0, 4.817735078125e-02, nan
 123.75,  153.84, 2.342520500000e-01,   2.0, 1.261306718750e-02, nan
  93.30,   42.56, 2.343185234375e-01,   4.0, 7.606694257812e-02, nan
  13.19,  186.29, 2.354456031250e-01, 167.0, 3.721367611340e-02, nan
  12.44,  188.23, 2.354470250000e-01,  22.0, 4.965720099432e-02, nan
   6.71,  175.70, 2.354534140625e-01,  44.0, 1.163569891335e-01, nan
  22.14,  180.86, 2.354550531250e-01,   6.0, 1.234018489583e-02, nan
  19.06,  192.03, 2.354554906250e-01,   5.0, 6.936902531250e-02, nan
  29.64,  118.09, 2.372588093750e-01,   4.0, 1.089162589844e-01, nan
 198.97,   40.26, 2.373788046875e-01,   2.0, 2.374705312500e-02, nan
 248.15,    3.25, 2.383888375000e-01,  12.0, 5.641102604167e-03, nan
 258.18,    1.60, 2.385395187500e-01,   2.0, 2.147969296875e-02, nan
  44.56,   30.41, 2.426614984375e-01,   4.0, 5.668729375000e-02, nan
 123.25,  238.27, 2.446109250000e-01, 315.0, 6.387928510714e-01, nan
  11.20,   21.78, 2.474452734375e-01,   9.0, 2.021016475694e-02, nan
  82.71,   36.89, 2.504002125000e-01,   4.0, 7.279457031250e-02, nan
 259.98,   80.35, 2.507635406250e-01,   2.0, 1.419765624999e-05, nan
 157.38,   49.31, 2.511096109375e-01,   1.0, 0.000000000000e+00, nan
 170.46,   40.61, 2.511148750000e-01,   4.0, 3.471612929687e-02, nan
 171.75,   44.65, 2.511160937500e-01,   4.0, 1.716934335938e-02, nan
 102.72,  203.79, 2.513978890625e-01,   2.0, 3.964967578125e-02, nan
 101.67,  179.27, 2.524487000000e-01,  11.0, 1.013677687500e-01, nan
 112.69,   -0.70, 2.543874187500e-01,   3.0, 2.166828437500e-02, nan
  69.27,   64.83, 2.564426375000e-01,   2.0, 4.973926484375e-02, nan
   4.53,  237.04, 2.568741093750e-01,   2.0, 3.619800859375e-02, nan
 127.03,  -15.26, 2.599731062500e-01,   1.0, 0.000000000000e+00, nan
  72.23,  222.53, 2.662550968750e-01,   7.0, 9.732629866071e-02, nan
   8.85,   23.62, 2.678213125000e-01,   3.0, 4.808785937500e-03, nan
  14.95,   29.36, 2.678218703125e-01,   2.0, 4.543125000001e-05, nan
