x [px], y [px], t [s], nPhotons [1], PSD value, t_relToExtTrigger [s]
 165.78,  207.56, 4.829360312500e-02,   6.0, 4.098901692708e-02, nan
 150.19,  218.80, 4.861020156250e-02,   2.0, 5.505128125000e-03, nan
  77.27,  153.83, 5.048229375000e-02,   8.0, 6.960534628906e-02, nan
  70.88,  132.20, 5.050379843750e-02,   2.0, 3.182449531250e-02, nan
  81.95,  134.23, 5.050807343750e-02,   3.0, 4.226081875000e-02, nan
 224.38,  111.00, 5.268861718750e-02,   1.0, 0.000000000000e+00, nan
  57.46,  150.47, 5.452527812500e-02,  12.0, 1.282244920573e-01, nan
 214.00,  220.50, 6.344540937500e-02,   2.0, 2.933033593750e-02, nan
  92.67,  190.16, 6.806968437500e-02,   2.0, 4.749586953125e-02, nan
 166.11,   23.64, 7.185318437500e-02,  19.0, 1.976884696546e-01, nan
 120.73,   65.16, 7.352265312500e-02,   6.0, 8.547396380208e-02, nan
 224.04,  167.31, 7.780848125000e-02,  59.0, 3.312033763242e-01, nan
 230.00,   59.04, 7.920962031250e-02,   6.0, 5.405338541667e-02, nan
 229.57,   75.62, 7.926468437500e-02,   4.0, 1.889187617188e-02, nan
 240.98,   75.75, 8.166761093750e-02,  12.0, 1.400321013021e-01, nan
  26.64,   70.87, 8.317697656250e-02,   2.0, 3.278366406250e-03, nan
  46.94,   85.96, 8.529395000000e-02,   4.0, 5.088085937500e-05, nan
  50.18,   93.53, 8.530854375000e-02,   3.0, 4.458437500000e-05, nan
 128.54,  168.33, 8.583041406250e-02,  23.0, 4.549683152174e-02, nan
 137.61,  144.71, 8.654072031250e-02,   2.0, 2.500261406250e-02, nan
 237.31,   91.35, 9.360050156250e-02,   6.0, 5.231138541667e-03, nan
 233.04,   94.11, 9.363636093750e-02,   3.0, 2.463257343750e-02, nan
 192.78,  160.88, 9.444250312500e-02,   3.0, 3.484034583333e-02, nan
 167.19,   72.24, 9.523133750000e-02,   2.0, 1.569687500000e-05, nan
 180.85,   69.50, 9.523298281250e-02,   3.0, 6.513145260417e-02, nan
 158.70,   67.80, 9.577324218750e-02,   2.0, 3.284850078125e-02, nan
 194.08,  208.98, 9.851466406250e-02,   1.0, 0.000000000000e+00, nan
 199.91,  225.62, 9.864580468750e-02,   2.0, 1.171070859375e-02, nan
   3.08,  106.67, 9.958153593750e-02,  22.0, 1.075043722301e-01, nan
 238.14,  199.17, 1.018087765625e-01,   4.0, 7.677760546875e-03, nan
 232.38,  197.00, 1.018570093750e-01,   2.0, 9.037721875000e-03, nan
 133.31,   71.65, 1.034194609375e-01,   9.0, 8.594896701389e-03, nan
 149.87,   80.56, 1.036824031250e-01,   5.0, 4.799229812500e-02, nan
   8.28,   54.54, 1.036920765625e-01,   5.0, 7.791632562500e-02, nan
 258.50,   88.08, 1.061150546875e-01,   1.0, 0.000000000000e+00, nan
  60.80,  142.34, 1.071739218750e-01,   6.0, 7.679053697917e-02, nan
 159.94,  194.43, 1.074421859375e-01,   2.0, 3.336328125000e-05, nan
  39.33,  126.24, 1.074875156250e-01,  13.0, 9.630540865384e-05, nan
  45.82,  125.84, 1.074893484375e-01,   2.0, 7.216844531250e-03, nan
  35.15,   16.04, 1.082498406250e-01,  32.0, 5.855091474609e-02, nan
  37.80,   11.29, 1.083689125000e-01,   6.0, 8.669176328125e-02, nan
  39.86,   36.92, 1.108176390625e-01,  11.0, 8.274041605114e-02, nan
  90.30,  131.31, 1.138837015625e-01,   2.0, 1.039843750002e-06, nan
  84.38,   38.45, 1.147713031250e-01,   2.0, 2.850831015625e-02, nan
  20.87,  196.03, 1.161821453125e-01,  74.0, 2.021774781461e-01, nan
  32.07,  194.08, 1.162523015625e-01,   6.0, 5.529394296875e-02, nan
 165.37,  134.38, 1.173161625000e-01,   2.0, 3.371093749996e-06, nan
  47.50,    9.28, 1.212745453125e-01,   3.0, 3.332712187500e-02, nan
  73.08,  226.65, 1.213557140625e-01,  31.0, 4.201678941532e-02, nan
  96.67,  222.56, 1.213579796875e-01,  23.0, 7.955426949728e-02, nan
  66.69,  241.58, 1.213788406250e-01,  57.0, 2.676211854441e-01, nan
  59.75,  235.67, 1.214178484375e-01,  41.0, 2.054382672256e-01, nan
  60.77,  227.64, 1.215954671875e-01,   7.0, 6.158192589286e-02, nan
  72.30,  220.37, 1.218896015625e-01,   2.0, 4.574663359375e-02, nan
  94.54,  217.35, 1.219286984375e-01,   5.0, 6.003460406250e-02, nan
  33.48,  158.96, 1.229127390625e-01,   2.0, 3.780187031250e-02, nan
 180.25,   37.03, 1.258196671875e-01,   4.0, 1.182208937500e-01, nan
  84.91,  152.98, 1.283881453125e-01,   1.0, 0.000000000000e+00, nan
 160.83,  135.61, 1.313331250000e-01,  58.0, 2.505724823815e-01, nan
  92.94,   70.53, 1.314943421875e-01,  12.0, 9.962746367187e-02, nan
  34.38,   53.08, 1.332351343750e-01,   4.0, 7.372305546875e-02, nan
 133.85,  225.00, 1.350324265625e-01,  31.0, 1.991523796875e-01, nan
 183.85,  175.54, 1.389546546875e-01,   2.0, 3.928262968750e-02, nan
 130.21,  167.93, 1.416252812500e-01,   2.0, 6.198437500007e-06, nan
 118.32,  177.29, 1.416255031250e-01,   2.0, 2.627275937500e-02, nan
  65.10,   45.74, 1.419728921875e-01,  20.0, 3.123213203125e-03, nan
  58.86,   42.53, 1.419808218750e-01,   3.0, 3.338241666667e-03, nan
  72.88,   49.13, 1.419858890625e-01,   5.0, 2.140250000000e-03, nan
  48.60,   53.00, 1.428767500000e-01,   3.0, 5.459545937500e-02, nan
  78.99,   76.55, 1.438963546875e-01,   3.0, 6.154916093750e-02, nan
  33.76,   10.57, 1.454467734375e-01,   2.0, 4.431960078125e-02, nan
  90.00,  226.25, 1.472233437500e-01,  57.0, 4.149288769737e-01, nan
  63.78,  241.50, 1.485267765625e-01,   7.0, 5.044744375000e-02, nan
  10.85,  253.50, 1.561486296875e-01,  12.0, 1.010539192708e-02, nan
   7.53,  232.65, 1.561574046875e-01,  12.0, 7.224371471354e-02, nan
 212.02,   59.12, 1.585883187500e-01,   2.0, 1.469706875000e-02, nan
 158.31,   85.64, 1.613860796875e-01,   2.0, 2.316976562500e-04, nan
 166.23,   26.37, 1.630301593750e-01,   2.0, 1.350668750000e-03, nan
 144.44,   34.05, 1.654462765625e-01,   3.0, 9.236458333330e-06, nan
  92.30,  204.39, 1.689730828125e-01,   1.0, 0.000000000000e+00, nan
  36.65,   41.89, 1.693682640625e-01,   2.0, 5.393749999999e-06, nan
 102.94,   78.87, 1.711549843750e-01,   4.0, 1.145583710938e-02, nan
  77.46,  175.95, 1.713946328125e-01,   8.0, 8.745788261719e-02, nan
 123.92,  215.28, 1.715088531250e-01,  15.0, 5.398792802083e-02, nan
  44.51,   17.39, 1.737383234375e-01,  41.0, 2.398836453125e-01, nan
  85.80,    5.10, 1.737416593750e-01,   1.0, 0.000000000000e+00, nan
 214.07,   46.19, 1.776774406250e-01,   2.0, 7.258593750001e-05, nan
 169.65,   31.73, 1.799990000000e-01,   3.0, 6.149758072917e-02, nan
 247.49,   45.44, 1.809774328125e-01,  17.0, 1.326248659007e-01, nan
 100.21,  228.82, 1.835734187500e-01,   2.0, 3.207187500000e-05, nan
 234.00,   49.00, 1.845820906250e-01,   3.0, 6.244173854167e-02, nan
 162.94,   33.37, 1.866946953125e-01,   3.0, 7.056549635417e-02, nan
 245.11,   53.66, 1.873652531250e-01,   4.0, 7.948435000000e-02, nan
 249.39,    9.11, 1.874144765625e-01,  10.0, 2.976446718750e-03, nan
 144.78,  131.16, 1.906081703125e-01,  20.0, 1.809004315625e-01, nan
 146.03,  135.98, 1.910302921875e-01,  11.0, 1.296334164773e-01, nan
 207.99,  117.84, 1.943228734375e-01,   6.0, 1.409118515625e-02, nan
 206.09,  100.10, 1.965010015625e-01,   7.0, 8.992106316964e-02, nan
 -13.47,   57.22, 1.974361468750e-01,   1.0, 0.000000000000e+00, nan
 111.16,   73.79, 1.983945531250e-01,   2.0, 4.489643515625e-02, nan
 184.11,  188.46, 2.036195046875e-01,   1.0, 0.000000000000e+00, nan
 197.25,  191.28, 2.036684015625e-01,   1.0, 0.000000000000e+00, nan
 193.85,  164.18, 2.051720890625e-01,  15.0, 1.455312401042e-01, nan
 211.93,  169.84, 2.057477359375e-01,   6.0, 5.214592447917e-02, nan
  60.52,  236.50, 2.072001859375e-01,   3.0, 2.232249635417e-02, nan
  17.03,   97.17, 2.164452687500e-01,   5.0, 1.462522375000e-02, nan
   2.88,   99.87, 2.164453046875e-01,   3.0, 2.050916354167e-02, nan
  -2.12,   92.68, 2.164462718750e-01,   2.0, 1.260685156250e-02, nan
  27.32,   83.20, 2.167411531250e-01,   6.0, 3.982758958333e-02, nan
 219.98,  213.84, 2.180887109375e-01,   2.0, 2.921106875000e-02, nan
 139.62,  115.81, 2.186350375000e-01,   4.0, 2.502685546875e-03, nan
  19.53,  203.65, 2.188507343750e-01,  30.0, 1.519974275000e-01, nan
 112.34,  259.61, 2.199105031250e-01,   2.0, 8.992187500029e-07, nan
 148.25,  215.58, 2.202148515625e-01,  31.0, 9.242320695565e-02, nan
 136.27,  229.21, 2.202389468750e-01,   9.0, 1.222964736111e-01, nan
 140.27,  125.09, 2.210094828125e-01,   1.0, 0.000000000000e+00, nan
  85.58,   61.83, 2.213414234375e-01,   3.0, 6.887074687500e-02, nan
 142.76,  246.97, 2.231083593750e-01,   2.0, 2.404623281250e-02, nan
  44.76,   56.85, 2.245401453125e-01,   1.0, 0.000000000000e+00, nan
  14.10,  172.77, 2.264058125000e-01,  18.0, 1.561795500868e-01, nan
  20.23,  223.33, 2.310103234375e-01,   1.0, 0.000000000000e+00, nan
 142.74,  220.33, 2.314346593750e-01,   3.0, 3.511813906250e-02, nan
 209.71,  182.43, 2.355003375000e-01,   2.0, 1.624999999977e-07, nan
   1.90,  189.80, 2.416902375000e-01,   2.0, 3.072304375000e-02, nan
  14.64,   75.64, 2.422665734375e-01,   2.0, 1.004231328125e-02, nan
 237.16,  240.96, 2.442808218750e-01,  24.0, 7.368332246094e-02, nan
  -2.59,  186.29, 2.457435765625e-01,   2.0, 2.952908906250e-02, nan
  15.89,  215.56, 2.459868234375e-01,  31.0, 2.092101964214e-01, nan
 152.21,  129.55, 2.472785671875e-01,   2.0, 4.428992421875e-02, nan
  85.06,   58.69, 2.496601609375e-01,   2.0, 1.715758593750e-02, nan
  99.89,   51.96, 2.613091359375e-01,   2.0, 1.143148828125e-02, nan
  38.03,   77.34, 2.621459468750e-01,   2.0, 6.584687500000e-05, nan
  94.01,  229.75, 2.625690062500e-01,  16.0, 1.902213399414e-01, nan
 158.24,  253.00, 2.643343921875e-01,   4.0, 4.859339843750e-04, nan
  85.54,  173.71, 2.669986406250e-01,   5.0, 1.022177968750e-02, nan
  87.16,  149.72, 2.670562906250e-01,  36.0, 1.251846211806e-01, nan
 196.74,  222.36, 2.685453203125e-01,   4.0, 2.516448632812e-02, nan
  60.92,    9.51, 2.721663750000e-01,   5.0, 1.102348312500e-01, nan
  -2.07,  175.86, 2.748929546875e-01,   2.0, 4.856057812500e-03, nan
 123.60,   12.44, 2.769796203125e-01,  21.0, 1.627428787202e-02, nan
 119.40,   -3.83, 2.769838234375e-01,   2.0, 6.538906250000e-05, nan
  96.00,   23.58, 2.770456578125e-01,  69.0, 2.920922292120e-01, nan
 118.05,   14.48, 2.774755375000e-01,   2.0, 1.124555546875e-02, nan
 158.02,  209.15, 2.840712046875e-01,   5.0, 8.161649187500e-02, nan
  44.83,   46.40, 2.840971968750e-01, 104.0, 4.996876651593e-01, nan
 102.48,  178.88, 2.843074546875e-01,   3.0, 6.892205781250e-02, nan
 146.00,  125.23, 2.848012671875e-01,   2.0, 4.304210937500e-02, nan
  84.01,  121.69, 2.892822156250e-01,  20.0, 3.347317570312e-02, nan
  85.89,  129.25, 2.893024187500e-01,   5.0, 5.571896656250e-02, nan
  90.95,  116.10, 2.893380234375e-01,   2.0, 3.518279921875e-02, nan
  57.60,  117.57, 2.893835031250e-01,   3.0, 9.072916666667e-06, nan
  49.39,  116.49, 2.893845515625e-01,   2.0, 9.173976562500e-04, nan
 198.07,   87.99, 2.942771656250e-01,   7.0, 3.985244642857e-03, nan
 206.19,   89.61, 2.942838640625e-01,   3.0, 7.592812499999e-05, nan
 211.58,   89.67, 2.942894265625e-01,   1.0, 0.000000000000e+00, nan
  79.87,   28.66, 2.987980562500e-01,   5.0, 8.323593749999e-05, nan
  44.33,   37.51, 2.988052687500e-01,  47.0, 5.386942982713e-01, nan
 237.13,  170.54, 2.992258718750e-01,   2.0, 4.514531250000e-04, nan
  81.02,   90.50, 2.992976937500e-01,  75.0, 2.453024341250e-01, nan
  78.81,  111.45, 3.001880375000e-01,   2.0, 4.947472812500e-02, nan
 136.12,   12.42, 3.010936703125e-01,   2.0, 1.658700000000e-03, nan
 205.53,  187.79, 3.021001437500e-01,  23.0, 1.521445718071e-01, nan
  33.98,  163.89, 3.024647234375e-01,   7.0, 7.333472723214e-02, nan
 146.28,    8.15, 3.040520140625e-01,   1.0, 0.000000000000e+00, nan
 160.46,  217.17, 3.135369593750e-01,   3.0, 8.267990625000e-03, nan
 160.24,  186.79, 3.135554484375e-01,  10.0, 8.306147828125e-02, nan
 158.88,  200.22, 3.136067671875e-01,   2.0, 4.837722656250e-02, nan
  18.38,  248.98, 3.173481578125e-01,  24.0, 9.598792565104e-02, nan
 198.75,  246.68, 3.210163562500e-01,  37.0, 1.334832108530e-01, nan
 177.12,  151.20, 3.295649421875e-01,  16.0, 6.995469550781e-02, nan
 197.61,  152.01, 3.295723078125e-01,   4.0, 6.700195312502e-05, nan
 174.32,  155.58, 3.295738500000e-01,   3.0, 7.559549635417e-02, nan
  10.70,  192.11, 3.307857968750e-01,   7.0, 8.643892410714e-02, nan
 248.97,  242.02, 3.334051312500e-01,   2.0, 2.715772656250e-03, nan
  38.00,  165.17, 3.342565265625e-01,  14.0, 3.610176216518e-02, nan
  39.54,  174.00, 3.342954203125e-01,   2.0, 2.305505859375e-02, nan
 120.41,  173.95, 3.359773171875e-01,  26.0, 2.105054478966e-01, nan
  81.38,  244.15, 3.416721984375e-01,   2.0, 4.575783828125e-02, nan
 126.94,  138.86, 3.419489390625e-01,   4.0, 1.976093750003e-05, nan
 105.29,  139.43, 3.419613875000e-01,  14.0, 1.286430465402e-01, nan
 103.09,  137.66, 3.424840453125e-01,   9.0, 9.065847482639e-02, nan
 251.70,  191.25, 3.429980812500e-01,  12.0, 4.610471484375e-03, nan
 254.08,  188.77, 3.430331375000e-01,   2.0, 6.631516406250e-03, nan
  31.17,  157.49, 3.455685609375e-01,   2.0, 3.957777734375e-02, nan
  12.61,  221.74, 3.470027859375e-01,   3.0, 6.627170000000e-02, nan
  45.55,    5.36, 3.483034593750e-01,   6.0, 7.817688567708e-02, nan
 100.94,  204.82, 3.518898359375e-01,   3.0, 9.935130729167e-03, nan
 108.45,  218.71, 3.519030234375e-01,   2.0, 6.249465625000e-03, nan
  69.77,  205.90, 3.519058812500e-01,  12.0, 8.733288776042e-02, nan
  87.26,  196.67, 3.522088890625e-01,   3.0, 2.244053697917e-02, nan
 153.49,  247.90, 3.525048296875e-01,  15.0, 4.293694145833e-02, nan
 125.38,  250.89, 3.541712500000e-01,   1.0, 0.000000000000e+00, nan
 105.89,  238.19, 3.551403875000e-01,   2.0, 3.939802109375e-02, nan
  25.22,  211.90, 3.557446328125e-01,   3.0, 2.871129583333e-02, nan
  31.18,  199.28, 3.557990656250e-01,   1.0, 0.000000000000e+00, nan
  30.12,   13.51, 3.563644468750e-01,   9.0, 7.658315850694e-02, nan
 176.24,    0.50, 3.597128531250e-01,   4.0, 1.347789062500e-04, nan
 167.39,    1.90, 3.597139078125e-01,   2.0, 1.470332890625e-02, nan
 153.34,  160.73, 3.620599921875e-01,   3.0, 2.050490885417e-02, nan
  80.91,  155.37, 3.622902125000e-01,   6.0, 3.362222578125e-02, nan
   9.88,   50.11, 3.723342890625e-01,  38.0, 1.902896783306e-01, nan
 167.27,   26.84, 3.750050687500e-01,  52.0, 1.769579608173e-01, nan
 161.90,   69.34, 3.750651500000e-01,   1.0, 0.000000000000e+00, nan
 157.96,   51.00, 3.758028781250e-01,   1.0, 0.000000000000e+00, nan
 153.35,  247.66, 3.787037125000e-01,   4.0, 1.374513750000e-02, nan
 161.18,  242.02, 3.787438703125e-01,   1.0, 0.000000000000e+00, nan
  19.95,  156.51, 3.803370406250e-01,   6.0, 3.685795078125e-02, nan
 113.59,  187.00, 3.813244687500e-01,   2.0, 2.085937500007e-06, nan
  95.83,  186.44, 3.814542187500e-01,   1.0, 0.000000000000e+00, nan
  18.21,  221.66, 3.856679234375e-01,   2.0, 1.461494921875e-02, nan
  70.36,  161.05, 3.867932343750e-01,   3.0, 2.526666666669e-05, nan
 213.19,  156.69, 3.879348484375e-01,   3.0, 1.628195156250e-02, nan
  56.53,   32.73, 3.917132500000e-01,   2.0, 4.179533281250e-02, nan
 146.93,  139.00, 3.926792328125e-01,   4.0, 6.661758515625e-02, nan
  15.66,  251.13, 3.977167703125e-01,   7.0, 4.818380357143e-03, nan
 201.48,  207.42, 3.977212203125e-01,  23.0, 1.286921173913e-01, nan
  25.10,  253.51, 3.977334343750e-01,   4.0, 1.302922773438e-02, nan
 209.12,  205.37, 3.977746265625e-01,   4.0, 3.338573437500e-02, nan
  26.60,  255.23, 3.978175187500e-01,   2.0, 1.658046640625e-02, nan
  75.38,   91.70, 3.988035609375e-01,   5.0, 6.143750000021e-06, nan
  88.11,   90.02, 3.991943859375e-01,   2.0, 4.759226015625e-02, nan
  88.17,  241.42, 3.996288953125e-01,   5.0, 2.518303687500e-02, nan
  62.81,  246.54, 4.016627265625e-01,   2.0, 4.950219218750e-02, nan
 201.07,  243.60, 4.024358859375e-01,  28.0, 5.714321422991e-02, nan
 199.19,  252.54, 4.024360218750e-01,   9.0, 4.127750225694e-02, nan
 187.01,  250.93, 4.024562796875e-01,   2.0, 3.083037734375e-02, nan
 192.90,  244.93, 4.024608921875e-01,   2.0, 3.869887343750e-02, nan
 179.74,  251.20, 4.024688171875e-01,   2.0, 4.053296171875e-02, nan
 198.47,  250.70, 4.026720578125e-01,   2.0, 2.697583437500e-02, nan
 144.30,  139.30, 4.047556468750e-01,   2.0, 4.401512734375e-02, nan
  76.35,  104.11, 4.070258640625e-01,   2.0, 4.920861250000e-02, nan
  23.70,   55.30, 4.082281890625e-01,   4.0, 3.947628632812e-02, nan
 228.13,  149.60, 4.126956765625e-01,   2.0, 1.116216406250e-03, nan
  29.30,   32.25, 4.131030359375e-01,  27.0, 2.337441498843e-02, nan
  15.56,   37.07, 4.131060828125e-01,   7.0, 1.727414575893e-02, nan
  21.37,   14.00, 4.131233328125e-01,   5.0, 1.113410937500e-02, nan
   7.50,   32.29, 4.131256093750e-01,   1.0, 0.000000000000e+00, nan
  25.62,   25.25, 4.131316046875e-01,   2.0, 1.144935781250e-02, nan
  14.90,   17.03, 4.133948609375e-01,   3.0, 3.862273958333e-03, nan
 241.09,   93.39, 4.147668125000e-01,  18.0, 3.515320920139e-02, nan
 231.82,  122.80, 4.149267156250e-01,  29.0, 1.209132991918e-01, nan
 199.64,  134.47, 4.149425328125e-01,   4.0, 5.089813554687e-02, nan
 230.14,  127.61, 4.150612468750e-01,   2.0, 2.761021875000e-03, nan
 246.17,  111.69, 4.156160750000e-01,  11.0, 1.075561596591e-01, nan
 200.56,  182.57, 4.189298515625e-01,   2.0, 4.576267500000e-02, nan
  87.61,    9.05, 4.202159671875e-01,   7.0, 7.750997008929e-02, nan
 110.88,    3.48, 4.205010953125e-01,   2.0, 4.975517812500e-02, nan
 238.48,  106.62, 4.208156593750e-01,   9.0, 9.703303975694e-02, nan
  33.34,   74.71, 4.212394312500e-01,  47.0, 1.546240439162e-01, nan
 168.25,  135.16, 4.231903234375e-01,  44.0, 2.991255282670e-01, nan
 184.78,  125.20, 4.232832343750e-01,   4.0, 5.274752617187e-02, nan
  34.92,  218.69, 4.236155250000e-01,   2.0, 2.327472109375e-02, nan
 110.40,  130.47, 4.242084187500e-01,   2.0, 4.154836171875e-02, nan
  29.77,   84.03, 4.252684625000e-01,   6.0, 1.051634263021e-01, nan
   4.61,   97.50, 4.264121031250e-01,   4.0, 6.134467460937e-02, nan
 229.02,  175.37, 4.296049421875e-01,   4.0, 7.283393789062e-02, nan
  91.86,  241.07, 4.305307218750e-01,   1.0, 0.000000000000e+00, nan
 208.29,  238.23, 4.340295250000e-01,   3.0, 6.627604166666e-05, nan
 101.23,   87.91, 4.345798609375e-01,   9.0, 1.001308090278e-02, nan
  42.51,   15.77, 4.361732968750e-01,   2.0, 2.205100000000e-03, nan
  39.63,    5.66, 4.362880265625e-01,   3.0, 2.711368229167e-03, nan
 142.83,   79.78, 4.440730296875e-01,  48.0, 8.680785276693e-02, nan
 150.98,   70.67, 4.441428812500e-01,   5.0, 6.529636656250e-02, nan
 134.00,   81.53, 4.443627640625e-01,  15.0, 1.510000306250e-01, nan
 147.40,   92.71, 4.444096937500e-01,   1.0, 0.000000000000e+00, nan
  69.93,  177.21, 4.472072437500e-01,   1.0, 0.000000000000e+00, nan
 224.07,  259.04, 4.522114218750e-01,   2.0, 5.804522656250e-03, nan
 227.86,  106.28, 4.535393406250e-01,   3.0, 7.121438385417e-02, nan
  89.05,  205.64, 4.541582421875e-01,  27.0, 2.240076737269e-01, nan
 157.05,   39.63, 4.570203140625e-01,  33.0, 1.347321134943e-01, nan
  54.20,  201.25, 4.571788078125e-01,   3.0, 4.172447916667e-03, nan
  59.56,   16.93, 4.612295312500e-01,   2.0, 1.975207968750e-02, nan
 244.08,  105.03, 4.656068218750e-01,   2.0, 4.375971718750e-02, nan
