x [px], y [px], t [s], nPhotons [1], PSD value, t_relToExtTrigger [s]
 158.56,   61.66, 5.371592812500e-02,  27.0, 3.019448853588e-01, nan
 178.70,  133.72, 5.396387500000e-02,   5.0, 8.182121062500e-02, nan
  86.99,  214.02, 5.428428906250e-02,   1.0, 0.000000000000e+00, nan
 125.63,  239.00, 5.536401250000e-02,   2.0, 4.893645312500e-02, nan
 128.69,  259.83, 5.618291718750e-02,   3.0, 1.504010416666e-05, nan
 135.05,  245.12, 5.618323593750e-02,   2.0, 4.881648437500e-03, nan
 145.06,  248.21, 5.701381875000e-02,   6.0, 7.428542187500e-03, nan
 233.41,  215.11, 6.066632968750e-02,   3.0, 7.169852083333e-02, nan
 232.21,  229.02, 6.290067968750e-02,  49.0, 3.891698198661e-01, nan
  36.71,  165.90, 6.328723281250e-02,   4.0, 1.772761054688e-02, nan
  26.44,  177.92, 6.329630468750e-02,   3.0, 4.636537395833e-02, nan
  90.15,   37.78, 6.557802031250e-02,   3.0, 2.506156250000e-04, nan
  97.81,   17.61, 6.559427812500e-02,   3.0, 1.078017760417e-02, nan
 186.47,  212.88, 6.586811562500e-02,  96.0, 1.114074407715e-01, nan
 250.84,  211.08, 6.587384687500e-02,   2.0, 4.728410781250e-02, nan
 216.29,  124.24, 7.203307031250e-02,  11.0, 5.676268522727e-02, nan
 233.53,  109.76, 7.226506562500e-02,  28.0, 2.043782522321e-02, nan
 241.77,  110.63, 7.226697500000e-02,   4.0, 7.029468750000e-03, nan
 223.79,   77.05, 7.227686718750e-02,  47.0, 1.493284104721e-01, nan
 244.20,  107.62, 7.228208437500e-02,   2.0, 1.998671875000e-05, nan
 149.18,  248.79, 7.463224531250e-02,   2.0, 4.821911718750e-02, nan
 117.21,  145.86, 7.677405000000e-02, 132.0, 2.312289379853e-01, nan
 239.75,  231.81, 7.720341875000e-02,   6.0, 8.647103515625e-02, nan
 158.01,  262.80, 8.377954375000e-02,   2.0, 4.542144375000e-02, nan
 250.35,  168.42, 8.586429375000e-02,  15.0, 6.633298208333e-02, nan
 247.73,  174.49, 8.592048125000e-02,   2.0, 3.279875390625e-02, nan
 247.33,   79.59, 8.675609375000e-02,   3.0, 1.445859687500e-02, nan
  83.16,   18.35, 9.261747031250e-02,   3.0, 4.973902708333e-02, nan
  27.06,   73.14, 9.560502812500e-02,   2.0, 4.305518671875e-02, nan
 161.50,  206.91, 9.842765625000e-02,  44.0, 1.153512785156e-01, nan
 179.38,  203.21, 9.843076406250e-02,   7.0, 2.835317879464e-02, nan
 177.51,  214.55, 9.843524375000e-02,   3.0, 6.641081145833e-02, nan
 186.08,  213.02, 9.844314218750e-02,   8.0, 3.294389335937e-02, nan
 154.85,  211.38, 9.845269218750e-02,   7.0, 8.601142723214e-02, nan
 211.15,  204.66, 9.874368125000e-02,  10.0, 1.518299967188e-01, nan
 182.11,   68.40, 1.011168375000e-01,  49.0, 1.599342680166e-01, nan
 176.20,   37.07, 1.011177203125e-01,  11.0, 1.407871681818e-01, nan
 163.12,  206.04, 1.029729750000e-01,   3.0, 6.856830416667e-02, nan
 182.91,   76.14, 1.049955812500e-01,  35.0, 1.239217140625e-01, nan
  54.73,  200.33, 1.091306921875e-01,  45.0, 2.328284204861e-01, nan
 226.69,  255.27, 1.105902546875e-01,  12.0, 9.305994791667e-04, nan
 215.44,  248.30, 1.105966531250e-01,   5.0, 1.322557031250e-02, nan
  68.57,  238.19, 1.115417078125e-01,   4.0, 8.383603906250e-02, nan
 202.42,  100.82, 1.167146171875e-01,   7.0, 1.402836160714e-03, nan
 207.40,  108.54, 1.167307781250e-01,   2.0, 3.238476562500e-03, nan
 223.27,   87.34, 1.167507171875e-01,   2.0, 4.965497109375e-02, nan
 242.32,   92.21, 1.168061468750e-01,  97.0, 2.863286705058e-01, nan
  70.87,  236.98, 1.195390921875e-01,   2.0, 4.497203593750e-02, nan
 200.48,   40.73, 1.204153625000e-01,  10.0, 1.124439890625e-02, nan
 205.09,  228.01, 1.205859765625e-01,   3.0, 4.131205416667e-02, nan
 191.48,   42.59, 1.215702296875e-01,   2.0, 5.019198437500e-03, nan
 216.68,  123.44, 1.244446015625e-01,   1.0, 0.000000000000e+00, nan
   6.40,  142.94, 1.269536578125e-01,   5.0, 3.725594218750e-02, nan
   6.11,  118.03, 1.270066250000e-01,   2.0, 4.372676171875e-02, nan
  79.40,  132.29, 1.295111359375e-01,   3.0, 7.679669270833e-03, nan
  58.86,  120.45, 1.295395875000e-01,   7.0, 7.688172276786e-02, nan
  72.73,  134.48, 1.295583140625e-01, 154.0, 5.620541622058e-01, nan
  74.11,  124.94, 1.296525203125e-01,   2.0, 4.452420078125e-02, nan
  66.41,  109.95, 1.300601281250e-01,   7.0, 5.082778325893e-02, nan
  94.62,  124.76, 1.348879015625e-01,   5.0, 3.455333531250e-02, nan
 106.07,  157.80, 1.368554468750e-01,  87.0, 2.317480906070e-01, nan
 168.06,   84.18, 1.369299671875e-01,   4.0, 7.944685078125e-02, nan
 233.96,  236.98, 1.376257906250e-01,   2.0, 4.252127109375e-02, nan
 143.19,  203.04, 1.385949125000e-01,   3.0, 7.531592708333e-03, nan
 183.04,  246.44, 1.391874656250e-01,  17.0, 7.516198713235e-03, nan
  96.16,  166.48, 1.396872296875e-01,  50.0, 7.285108890625e-02, nan
  96.44,  170.08, 1.396896406250e-01,  20.0, 4.560023773437e-02, nan
 106.27,  179.20, 1.396931578125e-01,   1.0, 0.000000000000e+00, nan
  89.78,  169.44, 1.396935828125e-01,   5.0, 5.854951437500e-02, nan
  42.50,   17.59, 1.419727125000e-01,  54.0, 9.144524687500e-02, nan
  50.52,   15.55, 1.420539015625e-01,   2.0, 3.365969921875e-02, nan
  47.49,   27.33, 1.420731359375e-01,   3.0, 3.171975416667e-02, nan
  42.51,   21.38, 1.421329484375e-01,   3.0, 4.479973750000e-02, nan
 182.55,  175.71, 1.437791125000e-01,  11.0, 1.336260007102e-01, nan
 183.53,  157.35, 1.437998125000e-01,   4.0, 4.740108984375e-02, nan
 142.67,   82.43, 1.461324078125e-01,   3.0, 4.532648072917e-02, nan
 105.44,   16.35, 1.470033093750e-01,   2.0, 4.839332109375e-02, nan
 161.96,   61.42, 1.479806531250e-01,   3.0, 3.034730000000e-02, nan
 109.86,  228.93, 1.491521484375e-01,   8.0, 1.331483908203e-01, nan
 180.20,  122.24, 1.528995890625e-01,   2.0, 4.280825000000e-03, nan
 137.91,   25.05, 1.562271656250e-01,   6.0, 8.246018177083e-02, nan
  64.08,  101.56, 1.642403921875e-01,  14.0, 6.217478236607e-03, nan
  60.80,   89.13, 1.642417796875e-01,   3.0, 4.100125520833e-03, nan
  52.41,  105.12, 1.642563578125e-01,   2.0, 4.833046875000e-05, nan
 116.36,   40.08, 1.726162125000e-01,   2.0, 3.582578125000e-05, nan
 168.87,   47.27, 1.729875937500e-01,   2.0, 4.818776640625e-02, nan
  67.06,  184.66, 1.735301296875e-01,   4.0, 5.124710937500e-03, nan
  61.24,  189.48, 1.735575796875e-01,   1.0, 0.000000000000e+00, nan
  79.44,  181.33, 1.737512437500e-01,   2.0, 9.086172656250e-03, nan
  43.40,  113.28, 1.737824687500e-01, 138.0, 4.042402708447e-01, nan
  54.52,   97.09, 1.737887781250e-01, 202.0, 6.030827822942e-01, nan
  12.26,   55.15, 1.738576828125e-01, 134.0, 3.254670548274e-01, nan
 215.83,  198.27, 1.756182031250e-01,   6.0, 1.002946721354e-01, nan
  94.91,  116.32, 1.778934625000e-01,   1.0, 0.000000000000e+00, nan
  56.71,   57.29, 1.788329218750e-01,  16.0, 4.640068066406e-03, nan
  61.82,   50.80, 1.788334109375e-01,   3.0, 1.796093750000e-05, nan
  63.78,   65.25, 1.788492640625e-01,   2.0, 1.311531250000e-04, nan
   4.72,   62.79, 1.794098046875e-01,   2.0, 3.379328984375e-02, nan
  11.62,   12.05, 1.871757093750e-01,  41.0, 3.598000979421e-02, nan
  29.67,   25.90, 1.871889203125e-01,   2.0, 2.538704687500e-03, nan
  92.14,  228.36, 1.875655609375e-01,   1.0, 0.000000000000e+00, nan
 183.34,   68.08, 1.935317375000e-01,   8.0, 5.799667343750e-02, nan
 186.64,  116.83, 1.954045671875e-01, 115.0, 2.869667258967e-01, nan
  97.09,  222.34, 1.963023218750e-01,   2.0, 4.777572734375e-02, nan
  13.40,  227.38, 2.033316656250e-01,  55.0, 7.768901417614e-02, nan
  10.02,  215.75, 2.033364734375e-01,   3.0, 1.131477447917e-02, nan
   3.24,  240.49, 2.033463156250e-01,  12.0, 9.356170130208e-02, nan
 225.07,   27.38, 2.035666796875e-01, 122.0, 3.559558412269e-01, nan
 234.00,   57.80, 2.035725625000e-01,   6.0, 3.539243593750e-02, nan
 172.41,  142.88, 2.036753093750e-01,   2.0, 4.185245468750e-02, nan
 160.38,   75.39, 2.039615531250e-01,   2.0, 1.761285312500e-02, nan
 188.78,  224.41, 2.057637187500e-01,   2.0, 4.990335546875e-02, nan
 225.94,  229.82, 2.093484328125e-01,  87.0, 2.893770965876e-01, nan
 132.92,   87.73, 2.100828734375e-01,   2.0, 1.917218750000e-04, nan
 184.77,  251.95, 2.129129578125e-01,  21.0, 1.111204669643e-01, nan
 144.33,  158.59, 2.139215125000e-01,  67.0, 2.242728969916e-01, nan
 239.58,  163.32, 2.150116296875e-01,   5.0, 8.579042406250e-02, nan
  31.66,   46.90, 2.161882281250e-01,   2.0, 4.009597890625e-02, nan
 168.13,   19.62, 2.207918078125e-01,  80.0, 1.812578257227e-01, nan
 165.68,  182.91, 2.211191468750e-01,  11.0, 9.952011647727e-02, nan
 173.06,   12.00, 2.217202250000e-01,   3.0, 3.981400677083e-02, nan
 231.38,   93.52, 2.233611625000e-01,   9.0, 9.570041597222e-02, nan
  16.52,   64.15, 2.235400578125e-01,  47.0, 2.850342468085e-01, nan
   3.40,   13.10, 2.242571500000e-01,   3.0, 7.634763020833e-03, nan
  11.02,    1.73, 2.242714312500e-01,   2.0, 8.067500000000e-05, nan
 119.88,  153.60, 2.257966890625e-01,  49.0, 2.438188121173e-01, nan
 170.46,  183.73, 2.286689703125e-01,   2.0, 4.502003281250e-02, nan
 189.42,  108.37, 2.331285687500e-01,  26.0, 8.117384248798e-02, nan
  81.70,   32.95, 2.437764625000e-01,  48.0, 1.339719005534e-01, nan
 222.44,   65.97, 2.460310265625e-01,   3.0, 7.257718177083e-02, nan
 243.45,   61.36, 2.460415671875e-01,   2.0, 6.696875000003e-06, nan
 241.14,   55.75, 2.460909343750e-01,  27.0, 1.515977758102e-01, nan
  -4.58,   55.06, 2.469151109375e-01,   2.0, 1.963593750000e-05, nan
 217.47,   79.80, 2.479520671875e-01,   2.0, 4.874902031250e-02, nan
  64.06,  119.28, 2.481454656250e-01,   5.0, 8.368584250000e-02, nan
 125.84,  243.15, 2.486926406250e-01,  92.0, 2.098807505265e-01, nan
 144.92,  200.56, 2.514862734375e-01,   2.0, 4.819711875000e-02, nan
 216.33,  172.80, 2.530565171875e-01,   7.0, 9.398781696429e-02, nan
 113.42,  162.83, 2.545056015625e-01,   2.0, 2.246486562500e-02, nan
 214.46,    8.79, 2.577031546875e-01,  17.0, 3.789204485294e-02, nan
 208.76,    0.09, 2.577147093750e-01,   3.0, 2.428519218750e-02, nan
 220.80,    5.31, 2.589499406250e-01,   2.0, 3.025672734375e-02, nan
 232.99,  221.98, 2.593058671875e-01,   5.0, 1.018454359375e-01, nan
 114.65,  132.34, 2.617494312500e-01,   3.0, 3.609820625000e-02, nan
  98.95,  127.16, 2.618806687500e-01,   2.0, 2.273598750000e-02, nan
 118.98,  154.16, 2.646835250000e-01,   2.0, 1.692573984375e-02, nan
 241.79,   54.03, 2.661770031250e-01,  15.0, 8.968757395833e-02, nan
 243.37,   66.29, 2.679263593750e-01,   2.0, 4.720104453125e-02, nan
  19.38,  178.29, 2.700360843750e-01,  61.0, 1.440699236936e-01, nan
  12.51,  186.17, 2.700360953125e-01,  12.0, 1.135598634115e-01, nan
 217.73,  124.17, 2.733710625000e-01,  32.0, 4.460484414062e-02, nan
 216.17,  121.61, 2.733810125000e-01,   6.0, 3.749643671875e-02, nan
 202.90,  135.46, 2.733867765625e-01,   6.0, 5.537570651042e-02, nan
  83.80,  208.81, 2.734674359375e-01,   6.0, 1.562654427083e-02, nan
  70.66,  206.74, 2.735967468750e-01,   6.0, 3.827113411458e-02, nan
 104.27,   65.75, 2.790503671875e-01,  33.0, 8.600740165720e-02, nan
  98.66,   73.57, 2.792289593750e-01,   2.0, 4.871115156250e-02, nan
  99.95,   69.90, 2.793986531250e-01,   2.0, 4.985364609375e-02, nan
 133.49,  209.37, 2.805723890625e-01,   2.0, 3.305551718750e-02, nan
 238.17,  211.19, 2.869805625000e-01,   8.0, 1.259647605469e-01, nan
   6.56,  249.89, 2.924781453125e-01,  14.0, 4.663714285714e-03, nan
   5.97,  245.15, 2.924783718750e-01,   2.0, 1.856879765625e-02, nan
  11.87,  237.80, 2.925043687500e-01,   3.0, 1.824833177083e-02, nan
  33.94,  239.06, 2.949211703125e-01,   2.0, 2.172158906250e-02, nan
  10.93,   32.07, 2.962109828125e-01,   3.0, 5.593380625000e-02, nan
 138.56,  241.04, 2.968445125000e-01,  16.0, 1.310252507813e-01, nan
 144.77,  133.39, 2.985037921875e-01,  14.0, 8.194581584821e-02, nan
  22.89,   68.84, 3.008203656250e-01,  17.0, 9.544331139706e-02, nan
  48.00,  148.66, 3.028843843750e-01, 126.0, 5.097347262401e-01, nan
 186.27,  170.83, 3.029033453125e-01,   4.0, 7.403469843750e-02, nan
 193.28,  243.12, 3.048987656250e-01,   7.0, 1.371921540179e-02, nan
 217.67,  236.87, 3.049045609375e-01,  19.0, 2.731107486020e-01, nan
 189.67,  250.03, 3.049341906250e-01,   9.0, 5.266829861111e-04, nan
 183.66,  252.62, 3.054220390625e-01,   2.0, 2.057230937500e-02, nan
 156.79,  128.85, 3.055412203125e-01,   5.0, 8.190323218750e-02, nan
   7.13,   67.07, 3.059111000000e-01,  11.0, 2.106402073864e-01, nan
 154.04,  154.62, 3.131523515625e-01,   4.0, 7.145228359375e-02, nan
 156.82,  152.30, 3.132426343750e-01,   2.0, 4.949109140625e-02, nan
 128.21,  155.44, 3.141841140625e-01,   2.0, 4.697501796875e-02, nan
 189.47,  111.73, 3.174404234375e-01,   5.0, 4.855300000000e-03, nan
 187.56,  116.13, 3.174416203125e-01,   4.0, 9.827343749991e-06, nan
 163.30,  192.99, 3.187006375000e-01,   1.0, 0.000000000000e+00, nan
 162.09,  215.86, 3.187468343750e-01,  33.0, 1.006776580966e-01, nan
  54.60,  207.87, 3.194984078125e-01,  17.0, 1.017641156250e-01, nan
  57.91,  208.48, 3.195114406250e-01,   6.0, 7.415213151042e-02, nan
 213.48,   20.08, 3.195383296875e-01,   2.0, 3.330078125000e-04, nan
  27.22,   33.93, 3.202941000000e-01,   5.0, 8.575342093750e-02, nan
 235.80,   96.74, 3.204288578125e-01,  10.0, 4.195969843750e-03, nan
 252.76,   95.15, 3.204365296875e-01,   3.0, 3.833734895833e-03, nan
 175.08,   25.61, 3.225511343750e-01,  41.0, 1.472544002287e-01, nan
  10.98,   59.68, 3.242905140625e-01,   6.0, 1.025954195313e-01, nan
  94.27,   39.77, 3.245893843750e-01,   8.0, 3.407684667969e-02, nan
  66.12,   28.12, 3.246080890625e-01,  10.0, 8.479223812500e-02, nan
  80.90,   25.96, 3.246094140625e-01,   3.0, 4.607208333333e-02, nan
 252.76,  199.35, 3.271757718750e-01,   2.0, 2.446788984375e-02, nan
 123.28,  244.51, 3.293358984375e-01,   7.0, 2.233905870536e-02, nan
 125.62,  240.09, 3.293794937500e-01,   7.0, 1.272246957589e-01, nan
 122.83,  233.04, 3.293803187500e-01,   2.0, 2.201786718750e-02, nan
 131.90,  249.09, 3.294981890625e-01,   4.0, 8.133186953125e-02, nan
  45.94,   30.49, 3.306613687500e-01,  12.0, 8.728097252604e-02, nan
 161.15,  216.17, 3.330575687500e-01,  13.0, 7.715507968750e-02, nan
  64.71,   21.90, 3.344421359375e-01,   5.0, 4.984544750000e-02, nan
  53.19,   51.60, 3.344928812500e-01,  41.0, 2.282564933689e-01, nan
  46.83,   35.58, 3.353804078125e-01,   2.0, 4.978942968750e-02, nan
 249.79,   26.49, 3.366499468750e-01,  10.0, 5.275123281250e-03, nan
 257.04,   25.09, 3.366507734375e-01,   4.0, 3.356914453125e-03, nan
 257.41,   37.53, 3.366823437500e-01,   1.0, 0.000000000000e+00, nan
 143.16,  232.82, 3.371149109375e-01,   8.0, 9.808393867187e-02, nan
  57.96,  100.09, 3.375243437500e-01,   1.0, 0.000000000000e+00, nan
  71.12,  111.83, 3.375268390625e-01,   2.0, 1.281546875000e-04, nan
  66.56,   79.57, 3.406016781250e-01,   4.0, 2.187336328125e-03, nan
  52.05,   78.45, 3.408324296875e-01,   2.0, 1.401367187500e-04, nan
  41.04,  147.28, 3.443445765625e-01,  42.0, 5.859748307292e-02, nan
  40.29,  147.74, 3.443472968750e-01,  13.0, 2.062035625000e-02, nan
  42.54,  137.05, 3.443530906250e-01,   3.0, 2.081128333333e-02, nan
  39.31,  152.28, 3.443755437500e-01,   6.0, 2.245359739583e-02, nan
 157.56,   50.91, 3.530384828125e-01,   4.0, 4.125851484375e-02, nan
 243.54,  245.41, 3.563876968750e-01,  16.0, 5.122864453125e-02, nan
 251.08,   54.92, 3.619796437500e-01,   2.0, 3.761389531250e-02, nan
  58.53,   79.33, 3.620482531250e-01,  20.0, 2.068876325781e-01, nan
  16.43,  188.89, 3.624288218750e-01,   4.0, 4.306051406250e-02, nan
  18.44,  167.33, 3.624318203125e-01,   8.0, 1.193956046875e-01, nan
   9.10,  187.89, 3.624818843750e-01,   2.0, 1.114926250000e-02, nan
 120.95,  158.37, 3.643664609375e-01,   2.0, 4.512476640625e-02, nan
  70.04,  104.18, 3.652899875000e-01,   4.0, 7.432169335938e-02, nan
  23.99,   89.07, 3.676339234375e-01,   2.0, 4.258245625000e-02, nan
  31.31,   96.03, 3.676829953125e-01,   2.0, 3.002914062500e-04, nan
 241.25,  108.50, 3.688184515625e-01,   3.0, 6.550917916667e-02, nan
 109.80,  239.90, 3.696514656250e-01,   8.0, 9.355859374998e-05, nan
  27.42,  152.32, 3.709873515625e-01,   2.0, 2.964734375000e-04, nan
  99.14,   24.38, 3.756211937500e-01,  68.0, 2.347681008732e-01, nan
 248.29,  220.54, 3.759581656250e-01,   2.0, 1.687586640625e-02, nan
 127.49,   28.87, 3.767762140625e-01,  12.0, 2.246510317708e-01, nan
 193.09,  135.64, 3.772326437500e-01,  45.0, 2.169953282986e-01, nan
   2.28,  189.80, 3.801788625000e-01,   1.0, 0.000000000000e+00, nan
 193.14,  103.33, 3.805888171875e-01,  78.0, 1.968381019431e-01, nan
  62.16,   26.82, 3.845111000000e-01,  65.0, 3.702954748558e-01, nan
 225.13,   66.55, 3.846787593750e-01,  31.0, 9.596783578629e-02, nan
 234.25,   46.49, 3.850531406250e-01,   7.0, 1.375132578125e-01, nan
 233.86,   54.00, 3.852329437500e-01,   2.0, 4.901454062500e-02, nan
 209.04,  231.86, 3.886814937500e-01,   2.0, 4.671435546875e-02, nan
 245.65,  245.74, 3.920290796875e-01,  22.0, 7.758711647727e-04, nan
 243.67,  238.12, 3.920317265625e-01,   5.0, 7.282158437500e-03, nan
 251.29,  246.33, 3.920377609375e-01,   2.0, 1.220268750000e-02, nan
  30.83,   65.50, 3.972241546875e-01,   2.0, 3.224354843750e-02, nan
  37.08,   68.73, 3.973615843750e-01,   2.0, 3.140850000000e-02, nan
 172.61,   26.66, 3.976281671875e-01,  12.0, 7.584551601562e-02, nan
