x[px],y[px],t[s]
0.003939438873707328,0.0017086590888591917,0.01091688720924366
0.003933431844366583,0.0018030135801655747,0.010928778355806298
0.004113956761605038,0.0015816741121295816,0.010842283869820986
0.004100990172511196,0.0016666656154860709,0.015903240851802863
0.004448559144740671,0.002129579503168945,0.011110951293882794
0.004681536691228369,0.0016605595541377598,0.010848561573776012
0.004177484210032248,0.0013050098261510813,0.012198706975816905
0.003944551869346004,0.0017595527754602467,0.011117459710249963
0.003991700305505122,0.001312803679091994,0.010920523338690875
0.004433979903667171,0.0017404097810880116,0.010865530275357712
0.0045396845126668625,0.0014804043950563596,0.01341029635795313
0.003976079813262573,0.0012727272419972586,0.027359358122365972
0.004399586560891317,0.0012345221191691722,0.03920997567828337
0.004434767939378957,0.001555169803840553,0.01727612262748613
0.0038351073333097625,0.0016047131100148562,0.01838229395626853
0.004415888706505702,0.0014044295264796169,0.04788862198655457
0.004043450066959075,0.0017215993534410326,0.010889160910928604
0.004242530474527498,0.001286702255852549,0.01120484778126459
0.004265068599775155,0.0013929110817815634,0.012134887447403094
0.00403127227222675,0.0015577449997043688,0.035982866620942154
0.004349645693151842,0.0015815057671981062,0.02733696208082787
0.004208164448467282,0.0013025150636736787,0.010949921641162649
0.00446765666513552,0.0017039890014326905,0.011271053564461016
0.004250945390140291,0.0017514752760670795,0.010947400635952616
0.00407213014461592,0.001910878675250255,0.017028037440206298
0.004524659561559615,0.0016382126241625621,0.010803897645096813
0.003774493529702719,0.001545450263154246,0.010998170207873232
0.006625329268760543,0.004301373724948846,0.07664846547728878
0.006490866302312808,0.004646528703007455,0.006481556480802373
0.006189292882750007,0.00453939872941709,0.03917065791817393
0.0061531568374435346,0.0049397494756548465,0.032654992394983484
0.006272234149482473,0.004863162198456917,0.006794749199491332
0.00594226082398708,0.004702693386784961,0.006347025438591223
0.0061647217464718225,0.004673686379730543,0.0930167758314291
0.006040762850660477,0.004881815672982625,0.02990409412909549
0.006402490691515447,0.004694324171448662,0.016875305819481778
0.006521823082496294,0.004210651594937199,0.006346309179193619
0.006415874056457771,0.0050274182358482225,0.006466144681047523
0.00556627254009185,0.004144342799488897,0.018211874819207184
0.005780750631095188,0.004523197854404166,0.025976268807690495
0.0063132277738188625,0.004252572176193252,0.01606658055237927
0.006055832120469937,0.0043800856383549224,0.032252143275714996
0.005744464835364614,0.004710477245230145,0.007293521792687161
0.006203146945895204,0.0044065807587531265,0.006411353801655848
0.0057022302095340325,0.004676281713136068,0.006892855818073316
0.00599390940168435,0.004131945774168261,0.014993596644936956
0.0064264704263634394,0.004297117644542713,0.03318256345864923
0.005943948637553649,0.004900879310607644,0.012506929908233974
0.006019799946324589,0.004785327798526259,0.006400506973229956
0.00627675469329551,0.00450246324633943,0.029229457738436836
0.006132435709101877,0.004546105295786617,0.00637807871698036
0.00569382479883005,0.004776746340686209,0.022132273279371038
0.006074509946992956,0.004774711052457156,0.00643797700353894
0.00616645327474403,0.004691035896236652,0.013496446286659356
0.006704724682892845,0.004666341912211745,0.016372583970932997
0.005982492662576476,0.004343054306661671,0.007643721291093284
0.006023041717241183,0.004790379923888114,0.006372203181941003
0.006145483520619194,0.004604341836784778,0.010230891825062037
0.00562706249955953,0.004621168823249167,0.023006418733283806
0.005896631984522086,0.00426508603259885,0.006376184972926888
0.005871133673769536,0.004777133053687017,0.007627971301495038
0.006237986666091783,0.004571578778743698,0.015928163587151854
0.005652960778326232,0.004395134316279541,0.03916890024175632
0.0063417935568690995,0.004631211671607779,0.023895570442254918
0.006294367439943127,0.004899646841860872,0.006372700911078553
0.005986507153104505,0.004779011013999532,0.007110685819482474
0.0063916428642689024,0.004513426972530706,0.010425498860177539
0.005871949260224003,0.004650823551565373,0.006473608989243171
0.006210386776947054,0.004140486209524534,0.006356373562351301
0.006361053621743529,0.004568361555776783,0.006464370175475896
0.006369282018295153,0.004558595820720628,0.006358887497809727
0.006175148300283816,0.004124634000483164,0.0067001670450804835
0.006066280564470746,0.004061934741935393,0.006755265257664054
0.0060228136742427945,0.004631404384958883,0.037755407927334284
0.006003396464166085,0.00460283668493925,0.016648468906843936
0.00574113606770515,0.004686177327242491,0.00738162291532236
0.006040644199252521,0.004640739353120539,0.043158697383116305
0.006263839325756888,0.004289726510840431,0.014567766977259186
0.006285755780827165,0.004375031728245922,0.006344452756569172
0.005959887908237274,0.004713440766637403,0.047038024074327875
0.005703701164235264,0.004915817464924952,0.006939831697577279
0.0061358020427775975,0.004563177527540698,0.02682170581845339
0.0061352704181109165,0.0042753261569596955,0.0793734455674469
0.0062256561238480295,0.0044786396637297495,0.006350636077162606
0.006677108659676102,0.00463781721930488,0.00635062852956204
0.006211480020368538,0.005165075465215881,0.016542093806708867
0.006515992898639867,0.0050165823868906865,0.019289541354652395
0.005733600914892527,0.004425733123096486,0.006541757722025674
0.00623947034488357,0.004614186676259276,0.006369025166588836
0.006159150406424608,0.004296483110948064,0.006345625909869011
0.005964651183339284,0.00427968607765688,0.030004717659442712
0.006261411576190419,0.004350538644496684,0.006501969948840589
0.0060165148735492726,0.004971387450855404,0.006626125237692535
0.006224053923004139,0.004701976055698701,0.007222634542913584
0.002856454800045318,0.006140345925504012,0.025978270603101896
0.0025194430921242224,0.006527430263499033,0.00402823038789887
0.0030656871118538167,0.007055833990252745,0.004992022983764679
0.0029266216255070376,0.0069755754811845275,0.005192242868403332
0.0026165340660446058,0.006803727082045916,0.0021187139146545374
0.002533056299815066,0.007090258165994234,0.001725078158392381
0.002795055995672589,0.006923100716369704,0.020557000649005733
0.0028915788438183296,0.0068772631535275654,0.004497100792839517
0.002695857433722477,0.0063618837160623045,0.0018207135762806543
0.002953464057230195,0.006838569007278086,0.047715812144782634
0.0028897392262144848,0.0068089431511510895,0.014627679395581818
0.002797608795481405,0.00704361713897779,0.0017340849577800262
0.002610523382264498,0.0067276657435892465,0.007884761604905146
0.0028329789666431556,0.006650055276416156,0.0018116898773402408
0.0030835868996560824,0.0067562479622168565,0.04811826032377186
0.0027555818568878875,0.006734998449542388,0.0017224244147593622
0.002799096296472276,0.006894904370646206,0.0017671007623607533
0.0030005609929703524,0.006338046234152264,0.009830625098558456
0.002675634573541335,0.006870921999280804,0.001730233775715852
0.002722822613112815,0.0069551918337669395,0.014735394186066966
0.0028603202691492454,0.006752249726721249,0.0018534687025187253
0.002729909465325713,0.006660439475304418,0.0018338674123988615
0.002672118189121397,0.006785060309761248,0.0034997108818749308
0.002773565447676768,0.00656229047640308,0.00773045799021185
0.002794037244800614,0.006504124389611756,0.001752708219938461
0.0026306047001648245,0.006954624356167511,0.001738947243626023
0.0032774123608455366,0.007066557510741202,0.001922114159680623
0.0022462714236217256,0.006679658539372345,0.015890059551067752
0.002571284527881062,0.006807661405887893,0.029178390892415144
0.0029844045050756293,0.006759361300227953,0.0017582324400688095
0.002958048798492994,0.006494888052414308,0.0017224796863658982
0.002690171665296532,0.006408654498429784,0.0019484389933779895
0.0029614260668369883,0.006795580213879847,0.016692523862754917
0.002795097036212422,0.007085171832149307,0.001723096599254161
0.003132478275765479,0.0064304364087568065,0.03263946988136243
0.0027090164931952094,0.007165544524387538,0.004832598050247274
0.002758846360029419,0.0070798410992686045,0.0017520483475011136
0.002278374355285209,0.0066956398313857,0.0021038970858117474
0.0026337551265886616,0.00682900093898978,0.018336339417739437
0.002693042640219937,0.006976003374337802,0.001835110890777882
0.0030622199813736565,0.006959815663855904,0.030711462051642005
0.002865488562221022,0.00683994890982106,0.06950678000568442
0.002631891553236486,0.006863380938935496,0.02235760432274059
0.0023926296997252797,0.0068676760055700475,0.003534899467065424
0.0027346543120831757,0.0068465607558178395,0.00970481915527799
0.002611458205191125,0.006878256677576493,0.005038814299035356
0.0025373544062368375,0.007069741912911945,0.001768947571129888
0.0028672954387305304,0.006543847421039532,0.0024803082031542153
0.0031826023284990367,0.006765866755922733,0.0042531160252286555
0.0026733352789253748,0.006905695614354004,0.0017251720644179697
0.0026527640638454833,0.00633954071012237,0.01720363791609021
0.002955822437662956,0.006758282711141864,0.0036021750397460936
0.0025319974040275486,0.007143917527862729,0.05061999168154497
0.0029129044971611074,0.006704244765986425,0.0022718027923945856
0.0027946778575657807,0.007138643768319621,0.002309939058821555
0.0027053245549098497,0.006807484509789314,0.033187959256798696
0.0026866147636603064,0.006711447000120266,0.002544009252819492
0.008258554616259722,0.010023321371753782,0.005393393290756842
0.008014121937409132,0.010021029886159338,0.00532373030196842
