x[px],y[px],t[s]
[0.00536293 0.0016087  0.0013131 ],[0.00521731 0.00150958 0.00132038],[0.00536759 0.00150722 0.00133664],[0.00512898 0.00198357 0.00133888],[0.00537666 0.00186357 0.00133923],[0.00495727 0.00194038 0.00134849],[0.00535554 0.00226005 0.00136753],[0.00557691 0.0021124  0.001381  ],[0.00551882 0.00170677 0.00140821],[0.00530333 0.00180283 0.00242418],[0.00556144 0.00184163 0.01033054],[0.00547097 0.00187014 0.01101876],[0.00517912 0.0018608  0.01365844],[0.00547749 0.00192917 0.01472403],[0.00529593 0.00185515 0.02888366],[0.0054971  0.0018319  0.03995514],[0.0053044  0.00172829 0.04857278]
[0.00964942 0.00572271 0.00359046],[0.00949722 0.00513883 0.00359347],[0.00976174 0.00565061 0.00359732],[0.00921435 0.00561768 0.00359887],[0.00945003 0.00494431 0.00360009],[0.00986332 0.00538195 0.00360586],[0.00952645 0.00529146 0.00360953],[0.00966628 0.00555354 0.00361144],[0.00939082 0.00575822 0.00361199],[0.00934756 0.00524    0.00361529],[0.00934277 0.00539302 0.00361581],[0.0095583  0.00579237 0.00361601],[0.00941732 0.00533121 0.00361623],[0.00958538 0.00519186 0.00361629],[0.00976556 0.00539504 0.00362147],[0.00919956 0.00526942 0.00362523],[0.0093357  0.00559194 0.00363149],[0.00946782 0.0053601  0.00363695],[0.00926246 0.00568499 0.00364159],[0.00905475 0.00555152 0.00365246],[0.00938597 0.00508773 0.0036569 ],[0.00916586 0.00524803 0.00365752],[0.00954655 0.0053838  0.0036605 ],[0.00971911 0.00560377 0.00366079],[0.00971291 0.00563775 0.00366615],[0.00915503 0.00561778 0.00366966],[0.00904377 0.00538349 0.00368016],[0.00960821 0.00556421 0.00369231],[0.00963629 0.0053936  0.00369918],[0.00949076 0.0052922  0.00371013],[0.00950021 0.00510292 0.00371129],[0.0094752  0.00566707 0.0037153 ],[0.00944144 0.0053747  0.00372994],[0.00910158 0.00512018 0.00373563],[0.00944151 0.00540568 0.00374397],[0.00924531 0.00575376 0.00381749],[0.00945388 0.00572451 0.00388713],[0.00950825 0.0053428  0.00391009],[0.00921874 0.00582014 0.00396614],[0.00957896 0.00561354 0.00419293],[0.00965833 0.00515429 0.00422538],[0.00930176 0.00527547 0.00423334],[0.00949862 0.005569   0.00424287],[0.0093565  0.00585318 0.00429412],[0.00958968 0.00562453 0.00435375],[0.00927514 0.0053597  0.00440757],[0.00951862 0.00555723 0.00441289],[0.00951139 0.00525925 0.00465021],[0.00921254 0.00538091 0.00477343],[0.0092498  0.0054772  0.00497726],[0.00931562 0.00569363 0.00499426],[0.00954894 0.0058119  0.0053184 ],[0.00969849 0.00540883 0.00543911],[0.00945556 0.00540862 0.00548662],[0.00944366 0.00577595 0.00551566],[0.00936206 0.00545997 0.00576549],[0.0094545  0.00537006 0.00589114],[0.0091355  0.00556369 0.00688011],[0.00919394 0.00553328 0.00763495],[0.00953764 0.00532517 0.00792078],[0.00953971 0.00546699 0.00834563],[0.00966945 0.00555959 0.00836678],[0.00948845 0.00541335 0.00896587],[0.00950424 0.00543864 0.00930269],[0.00922005 0.00553579 0.00943644],[0.00987314 0.00560469 0.00963707],[0.00927896 0.00533555 0.00997162],[0.00929846 0.00554014 0.01038907],[0.00902575 0.00543608 0.01046677],[0.00938151 0.00551647 0.0105384 ],[0.00973716 0.00537592 0.01120305],[0.00905605 0.00560902 0.01126942],[0.0093654  0.00520495 0.0117126 ],[0.00942219 0.00520154 0.01174682],[0.00929107 0.00543643 0.01223333],[0.00947552 0.00562002 0.01225157],[0.00971482 0.00534441 0.01297894],[0.00983115 0.00533408 0.01381532],[0.00902382 0.00538619 0.01432014],[0.00931083 0.00532929 0.01497266],[0.00951481 0.00559133 0.01518947],[0.00972176 0.0055694  0.01533694],[0.00913408 0.00557584 0.01642155],[0.0097354  0.00559548 0.01648997],[0.0091345  0.00553364 0.01730979],[0.00989858 0.00547679 0.01814496],[0.0092667  0.00527115 0.01833464],[0.00940027 0.00524382 0.02347236],[0.00953481 0.00528647 0.02490826],[0.00932456 0.00533438 0.02529519],[0.00951194 0.00562267 0.02578997],[0.00967711 0.00570251 0.02701105],[0.00976605 0.00524172 0.0276923 ],[0.00942002 0.00538238 0.03061607],[0.00963112 0.00526754 0.03175689],[0.00959858 0.00544779 0.03213775],[0.00956359 0.00548272 0.03231771],[0.0099216  0.00537711 0.03266833],[0.00932383 0.0055751  0.03471486],[0.00956667 0.0052045  0.03867458],[0.00947516 0.00530108 0.04063156],[0.0092669  0.00550545 0.04442591],[0.00964733 0.00519946 0.04912047],[0.00972339 0.00519437 0.05282454],[0.0096434  0.00509033 0.10130776]
