x [px],y [px],t [s],t_relToExtTrigger [s]
60.415660551551085,231.89225181629374,0.00037596914758013223,nan
64.36261845132691,231.90576929927363,0.00037964276729135195,nan
219.44691116916232,66.55461340415795,0.0003894031032411594,nan
51.89244577784024,237.45700992119373,0.00039804579908964946,nan
223.89382089734966,62.8259671365236,0.0004003242740345359,nan
235.82568754502955,55.92233346329227,0.0004090788539902746,nan
232.8705908780062,59.08188823528607,0.0004413505630747828,nan
54.39710343209003,234.1934946868992,0.0004564941907350321,nan
212.12849614738374,11.520766991050184,0.000580804421780034,nan
221.13212946418696,62.073122019441705,0.0005810290337345703,nan
216.91519717974484,8.77609917632674,0.0005844122137167224,nan
205.8645388516472,2.948894811909725,0.0006012687171567217,nan
208.23061423325274,1.139350932861601,0.0006040983460558031,nan
216.90335549096656,4.004445247573772,0.0006050740361686286,nan
205.11046445755449,13.977687053649307,0.0006208108147776387,nan
215.89908664384436,4.967380187390568,0.0006223853739611091,nan
219.75043132713262,5.93788769231886,0.0006279767430459766,nan
225.53947669380898,1.5534131495710437,0.0006296200204478958,nan
212.5187193628336,-1.2192233047068024,0.0006353897453250763,nan
209.75777669239827,2.4005885716156836,0.0006403090921101468,nan
215.261175233025,9.181038809418675,0.0006406502397245823,nan
220.65299551044203,6.506926600092997,0.000647462318479441,nan
213.42457248571026,13.583502256024849,0.0006553162513091565,nan
218.9487567870242,2.573407867150187,0.0006748146716743947,nan
259.9442742742127,241.32674995484527,0.0007165091391202224,nan
248.92627472093744,236.85512215192227,0.0007180058832156196,nan
213.4720569878903,4.683823265546331,0.0007197036788746386,nan
256.55345635461083,237.38874951256884,0.0007278309840300509,nan
215.15633357008997,3.7073995763213348,0.0007294181721562815,nan
243.89257953028792,45.08387089420377,0.0007450333744920761,nan
249.77870874041096,52.81325966043987,0.0007606345176168866,nan
250.81924328019417,231.84319856931367,0.0007822280400064249,nan
255.4149240303202,233.9936077460798,0.0008485445342094919,nan
241.52863673373045,49.33857598202334,0.0009002782155614114,nan
251.61281777368177,233.6601293581837,0.0009489594507589214,nan
205.18555977899692,13.142402636076515,0.0009571921219691965,nan
83.4863253832408,102.32740573482484,0.000989528964934732,nan
58.40122322621673,230.0198017416132,0.0009966650587740016,nan
209.75331857516653,-0.6640974286960493,0.0010003362807351475,nan
69.35543599029702,112.85518256028043,0.001002045193140471,nan
244.2788700870431,44.85751761047772,0.0010079431102606,nan
161.60321126200293,190.1922877423577,0.0010087093597746513,nan
170.75607235176912,197.5522862667377,0.0010108330436981565,nan
167.49611102648853,185.6507965477155,0.0010124783422347909,nan
163.56497919354229,188.902850149116,0.0010150223830153184,nan
168.56406350442296,182.3871210376125,0.001016389869262502,nan
159.56730022741456,197.60184299073703,0.0010168559446563255,nan
64.60046017800826,232.62929530491996,0.0010181727387170352,nan
76.2812521391509,111.75277569064619,0.0010210531625854996,nan
177.37158696542437,195.58339888427935,0.0010236159309361173,nan
171.6839879616977,202.21485089251553,0.0010249452342569135,nan
163.39056810567513,204.35992562050436,0.001049094559147901,nan
