x[px],y[px],t[s]
0.004998080176230397,0.009861995300233435,0.14755851030309544
0.005209391225980044,0.009360841200829882,0.12536270673473182
0.005464429052580525,0.009558943296815642,0.11531995158755128
0.005398305828827721,0.009687115978714071,0.11415732821475608
0.005047975898002434,0.009536006753583525,0.11400958474974843
0.005588896280109235,0.009455809229560769,0.11401741640235423
0.005333837366396902,0.009148092614109107,0.11404363036819483
0.005166086993673015,0.009111778464628326,0.13719476275124748
0.005539407348233257,0.009473732072930388,0.11936588220984594
0.005349417230254135,0.009366464947418255,0.11418960471985194
0.005444067210139281,0.009068968236160258,0.11437067694447922
0.005756345227762829,0.00970238059175176,0.13662065328630227
0.005588473193545508,0.009100269503548098,0.1447237749738712
0.0056274014586396946,0.009177153215027038,0.11859990138436012
0.005653650151432406,0.009272703400968146,0.11403949483881416
0.005139404297852892,0.009538292862773355,0.1143195032409552
0.005419507987073416,0.009334507545711693,0.11461352466215839
0.005628445745037288,0.009048209961050538,0.14094337288689276
0.005531603155913272,0.009345079272306128,0.11935430754111287
0.005258911288029982,0.009471381293371862,0.11409721918214633
0.005613303249117649,0.009463355597122641,0.11473429000605649
0.005290742608284844,0.009189997632940386,0.11438028171820394
0.005576663184061995,0.009365160484164676,0.11422896353422708
0.0050255326033173744,0.009544096903208813,0.15092586761515694
0.005575225720980043,0.009353635021866341,0.11442042352238832
0.005450649502720862,0.009284209330500556,0.12496822021516138
0.005360748758477127,0.00976511468826763,0.14674897607651408
0.005260893544419258,0.009579579637827088,0.11425296977109207
0.0053148791611847745,0.005366408624108335,0.08530289182627056
0.005328883072104835,0.005446691074516974,0.09591938720233747
0.005315989690808184,0.0057317521274202745,0.08703529002561312
0.005205642379494904,0.005539775411489386,0.08478772329409273
0.005060014733915739,0.0051970012219067375,0.08493132964201922
0.005128408252771152,0.005801103280430391,0.10961826291327346
0.005170296458032492,0.005299129695068714,0.08518493755062842
0.005389227245656373,0.0055289722487980265,0.08478818581714866
0.005003240068407064,0.005922910971527293,0.08489046537785268
0.004931153384676297,0.0054774709754880175,0.08476517985502356
0.005168334528504851,0.0055949937784935105,0.08476260452203019
0.005127391960884708,0.005537576412110848,0.11612108891652881
0.005314004287656094,0.005390512862024302,0.08477041810787929
0.005564279396358771,0.0055756925033664875,0.09938668822191281
0.0052173902292037815,0.0057908065273861295,0.08588703060362445
0.005246025762286181,0.005446083632597506,0.0859269071234312
0.005362527735846842,0.005642816696104293,0.11984090028098819
0.004878191295323877,0.005352507523868234,0.08582423827226449
0.005289881796832768,0.005423284888500128,0.09203163246643448
0.005070231558358145,0.00516530154029325,0.08494560334440093
0.005146891616104404,0.005552121769581171,0.10486369643373383
0.00508638615783883,0.005921241901549143,0.09853158416972109
0.005036294509683512,0.005183848083008308,0.09175212015906035
0.005294825286021686,0.0057817183425194095,0.09160962029798456
0.004996143968283693,0.006028341515009708,0.08829375874297064
0.005108085814314269,0.005714254889440251,0.1392886273220414
0.0054916208391013336,0.005498494876983547,0.11867103323037212
0.00540162173463838,0.005784291655344405,0.11529831074904669
0.004845292792320041,0.0053496921455796105,0.08475797791185236
0.004994097919067025,0.005603857656401371,0.08476247189248837
0.005338104331846357,0.005349504409040974,0.08476078555779187
0.005445036576722188,0.005626944467546051,0.08768306735692401
0.005353630614730553,0.0056652078325688205,0.08475935567771728
0.0051279570470428035,0.005650243374408757,0.08477936887246108
0.004773140284959656,0.005403330477645477,0.08487262371690679
0.0051776753155237075,0.005819131190102487,0.08484389490580345
0.005093050858226794,0.006055037051019175,0.09940090381628675
0.0054035139975172584,0.005747215329422045,0.08983845977143513
0.005437793180265297,0.0056897257532451916,0.10464823195709172
0.005258603446903568,0.005462033530601531,0.08491532545068078
0.005500029515970337,0.005293853427167878,0.08477849479123878
0.005131476878553186,0.005753519184677939,0.1038038620902645
0.004987566987447375,0.00572510243516171,0.08485440040258374
0.005177728838316888,0.005473687844275758,0.08573362297930416
0.005126212055812471,0.005663375339505689,0.08839254130284752
0.004629640963567736,0.005487997011603389,0.09576810964815916
0.005538592284424339,0.0053526309367962445,0.08516640167775781
0.005046522174890461,0.005677544018478366,0.0898256910086569
0.005250597177722332,0.006060257096538223,0.08475504216634398
0.00498982383250459,0.0053266892000714255,0.10724440107674768
0.0050639139453872275,0.00497422221533473,0.08653222544262341
0.005400501807393458,0.005771707778848951,0.12629559402363216
0.005062888191930629,0.005811351773806256,0.089664821927213
0.004923999297847419,0.006166222915695304,0.0847615872271543
0.005249331590166701,0.005851337193169325,0.08482098062977256
0.005041435545244125,0.005632244895193632,0.10978230068821009
0.004749853655265367,0.005484206938525822,0.1316040522516001
0.005268774447556669,0.0055202162953060085,0.08476885723835446
0.004928788309287234,0.005796485642535114,0.08478168353313482
0.004919187675396858,0.005451775776442114,0.08479845127659517
0.004987554099130539,0.005358872755354374,0.09141518883906795
0.005503971516869506,0.005707821150054786,0.09751252396744764
0.0051203885151881205,0.005475665860010808,0.08477608404140216
0.004968206375538892,0.005710492718743755,0.09366789326981112
0.005183171536316243,0.005066886257376503,0.11547351329766012
0.005472548617732871,0.0052302127381618916,0.20304221190153027
0.005426133984071818,0.004761181646806158,0.11595871779784116
0.005301457997037028,0.0047705917785579,0.11542605970631109
0.005215675271797437,0.005334251977683861,0.11545030868236995
0.005506640146223865,0.005187359264418377,0.12200790302266748
0.004987491291173401,0.005333356607829461,0.11689389712662608
0.0053337553645422435,0.00503596313418732,0.11939698101733878
0.005202996820940861,0.004799357909111302,0.11547424276807229
0.005718492392531773,0.004964021551444004,0.11553371118086865
0.005528441374172585,0.005473341364856628,0.12233986824765199
0.0053810603081902945,0.005167986595294072,0.11541221463884226
0.005340294934841012,0.004920162524095922,0.11959494842822711
0.005849911092058957,0.00479580158415192,0.11650283566897811
0.005430028029957031,0.004869926006556419,0.11808558965529453
0.005218436920743297,0.004950180193247817,0.14544172038899725
0.00531034779226402,0.004936013951207613,0.14279651407831467
0.005303227816088335,0.005084822269607899,0.13446381217663253
0.004887445506825238,0.004770957257752798,0.11719393234930195
0.005335918398342859,0.004870606329552423,0.11542405871087281
0.005507726814029535,0.005120036149286811,0.1229355674607388
0.00553135451121845,0.004772702123918566,0.11648215918176062
0.004955475588891358,0.00484967199121755,0.12047282620345445
0.0052375256747501705,0.0049536057778984946,0.11595261540763638
0.005851526887049815,0.005096263271394546,0.11679273935681404
0.0055929322444053945,0.004827670986168466,0.1575004540495045
0.005244413194299278,0.005050924755217534,0.1286034623390172
0.005416559571879629,0.005337480326790508,0.14311124356227628
0.005538969469591301,0.005081449195748466,0.17239049439601656
0.005327186856272833,0.004923678145078245,0.116215790018208
0.0054869574036727695,0.005080741146139488,0.11613277600900909
0.0050663164594616375,0.004832775108481914,0.12291608599051942
0.005458778463774909,0.005052216255240525,0.1554950029358093
0.005563322770638383,0.00511570116901695,0.12020950152583272
0.005337761650200374,0.00512788182701721,0.11547990007530406
0.005386818527168647,0.0048408487801431714,0.11830010532749041
0.005167202896694279,0.005103030289389783,0.11561335018849903
0.005314218542139537,0.005078755924331737,0.13390482301007384
0.00512447338842143,0.0049987584409174335,0.1474075250217013
0.005277963157917019,0.005127733635017865,0.1159324136263851
0.005511538742476369,0.005321850260937604,0.17568424896635998
0.0054097128225427,0.004939053924579769,0.11556466656407113
0.0046802508766086584,0.009124214727002604,0.10032197470756396
0.005136212007331569,0.009487897401596583,0.0992027966770111
0.004803639988106866,0.009564214100653641,0.12162881843440643
0.004601434729897575,0.009316414280175002,0.09902048588225153
0.004736884587601673,0.009690270768451288,0.14470858871607467
0.004703473050624413,0.009638319313524848,0.12139083787440912
0.004478980842890979,0.009545513109480546,0.09902918777586936
0.004885956582704058,0.00949702833498058,0.09907240697776028
0.004741447647863894,0.009467449132941301,0.09907647930195675
0.004844667590480412,0.009161401287624412,0.09914666463224726
0.0050550172592877095,0.00953826230215955,0.10088559239488905
0.004366084951940357,0.009628241417926673,0.09902411962788372
0.004344674616805347,0.009689409803668872,0.09906842207838969
0.004959925549937189,0.009451741159884881,0.13237470824461658
0.004587402990519528,0.009488145932840399,0.13630690755584177
0.0047026197531722935,0.009375236555396963,0.10274570489161058
0.004751853326247451,0.009394387865587389,0.09998724725110028
0.004741118285889601,0.009431958478980481,0.10495028512618794
0.00475998128620718,0.009517892761825495,0.09901791852870197
0.004665019410480356,0.009699874299423485,0.0990973853084391
0.004921104978375244,0.009225882437192145,0.10026406169561725
0.0044905339553401365,0.009297445665326472,0.1000249391670608
0.0046567525356936215,0.009476185899857301,0.09902498926534645
0.004774566028914941,0.009687767861798589,0.13024365774717603
0.004558513283021097,0.00970043928525473,0.09963057838573038
0.004953292656574395,0.009762503950640707,0.1276749981967671
0.004799888397046917,0.009091627673162291,0.11113791112429577
0.004659635421132986,0.009357490577327444,0.0990889176103809
0.004610668820152609,0.009782450211043748,0.10348442047788556
0.00476313085756616,0.009238504220785943,0.09905254344602983
0.004510064638733905,0.009538043928374632,0.09946315586138922
0.004906575986365558,0.009789459371818778,0.0990167580598031
0.004539418120256996,0.009164680779450764,0.09904123915599002
0.004492926180386926,0.009604353911891609,0.10212207000938757
0.004707550051856404,0.00937670098810838,0.09904062384187236
0.004616676203911041,0.008980343121638397,0.09904377424929241
0.0047056590729060285,0.009457180805698524,0.10547495919385179
0.004542385460827455,0.00946765039400402,0.09901833398558128
0.004746735686088307,0.009480218359528161,0.09904574270269173
0.004641092848271273,0.009212558988998394,0.09904451908282517
0.004646389767950149,0.009476300897153499,0.1034976205758908
0.0046892057553630535,0.009740877968322226,0.09919758257011857
0.004513973810649522,0.009326102584858437,0.09901961557551953
0.004562059779444,0.009576473343630881,0.12448256271761132
0.004642297302275839,0.00953498761550557,0.11089500957638156
0.004747619888766485,0.009347563587248496,0.12244726637005181
0.004630666666732264,0.00919631973719133,0.09970057529893846
0.004806936810496595,0.00943268307079656,0.11240081401107546
0.00425788995089585,0.00942660673500412,0.09942052934350573
